idrecibo,fecha_emision,fecha_efecto,idpoliza,situacion,origen,importe_prima,importe_consorcio,importe_comision 
4474,2021-03-11,2021-03-12,737,CO,MA,69520,8,67
4475,2021-12-19,2021-12-20,1963,AN,AU,6233,16,29
4476,2022-06-21,2022-06-22,1397,CO,AU,51339,7,14
4477,2021-04-04,2021-04-05,1862,CO,AU,29557,3,18
4478,2021-07-25,2021-07-26,50,AN,MA,56419,26,29
4479,2020-11-01,2020-11-02,1190,CO,MA,3460,26,81
4480,2021-07-11,2021-07-12,780,AN,MA,89496,32,71
4481,2020-11-09,2020-11-10,1011,AN,AU,9216,9,91
4482,2021-08-17,2021-08-18,432,CO,MA,83580,29,1
4483,2020-11-03,2020-11-04,488,CO,MA,58186,12,27
4484,2022-03-28,2022-03-29,1675,AN,AU,35498,28,73
4485,2021-07-24,2021-07-25,975,AN,MA,96536,29,40
4486,2021-03-08,2021-03-09,49,AN,AU,18403,2,70
4487,2020-10-23,2020-10-24,1805,AN,MA,73106,11,67
4488,2020-12-06,2020-12-07,1937,CO,AU,85712,3,32
4489,2021-12-18,2021-12-19,516,AN,AU,89945,15,38
4490,2021-02-24,2021-02-25,1323,CO,AU,38112,24,98
4491,2020-12-18,2020-12-19,1328,CO,MA,13050,7,5
4492,2022-05-05,2022-05-06,1535,AN,MA,87397,19,9
4493,2021-11-27,2021-11-28,1136,CO,AU,55819,29,47
4494,2020-11-30,2020-12-01,843,CO,MA,46239,34,2
4495,2020-11-10,2020-11-11,1179,CO,AU,38093,34,65
4496,2021-06-18,2021-06-19,1825,AN,MA,66976,5,31
4497,2021-10-28,2021-10-29,947,AN,AU,12767,10,48
4498,2021-02-21,2021-02-22,1134,CO,MA,14943,13,10
4499,2021-02-10,2021-02-11,378,AN,MA,21979,2,95
4500,2022-05-11,2022-05-12,1122,CO,MA,55140,34,61
4501,2021-02-12,2021-02-13,1529,AN,MA,24159,15,79
4502,2020-12-30,2020-12-31,1864,CO,AU,91384,12,52
4503,2021-03-25,2021-03-26,1883,CO,MA,64774,6,96
4504,2021-07-22,2021-07-23,392,AN,AU,77414,8,20
4505,2022-05-15,2022-05-16,413,CO,MA,86416,25,21
4506,2021-05-10,2021-05-11,291,CO,MA,68026,8,13
4507,2021-10-15,2021-10-16,661,CO,AU,15870,31,24
4508,2021-08-31,2021-09-01,409,CO,MA,11759,22,19
4509,2021-12-28,2021-12-29,431,AN,AU,93745,15,20
4510,2021-12-17,2021-12-18,1991,AN,MA,6651,22,21
4511,2022-01-05,2022-01-06,1111,AN,MA,43083,24,21
4512,2021-02-21,2021-02-22,683,AN,AU,11413,16,42
4513,2020-10-19,2020-10-20,157,CO,AU,24834,33,62
4514,2022-01-30,2022-01-31,778,CO,MA,65973,29,87
4515,2020-12-27,2020-12-28,330,AN,AU,22460,10,64
4516,2021-04-19,2021-04-20,1739,AN,AU,26010,30,89
4517,2020-11-13,2020-11-14,1226,AN,AU,97397,5,47
4518,2020-12-15,2020-12-16,1529,CO,AU,27898,16,95
4519,2020-12-28,2020-12-29,584,CO,AU,12362,25,36
4520,2022-04-06,2022-04-07,1643,CO,AU,22728,20,10
4521,2021-08-02,2021-08-03,156,AN,MA,59368,29,97
4522,2020-11-14,2020-11-15,1632,CO,MA,87513,34,17
4523,2020-11-10,2020-11-11,1662,CO,MA,27679,9,23
4524,2022-04-23,2022-04-24,998,CO,MA,30238,9,74
4525,2022-06-27,2022-06-28,728,CO,AU,77514,23,76
4526,2021-01-18,2021-01-19,484,CO,MA,26501,21,70
4527,2021-03-26,2021-03-27,1543,AN,AU,13123,10,54
4528,2022-01-25,2022-01-26,1352,AN,MA,98646,29,7
4529,2021-06-28,2021-06-29,1167,AN,AU,82534,5,98
4530,2021-07-04,2021-07-05,587,CO,AU,89112,18,76
4531,2020-11-21,2020-11-22,1737,CO,MA,89020,28,30
4532,2020-11-07,2020-11-08,1642,AN,MA,10015,33,65
4533,2021-11-18,2021-11-19,1322,AN,MA,4698,15,36
4534,2022-06-09,2022-06-10,1691,CO,AU,98665,32,95
4535,2021-02-07,2021-02-08,1957,CO,AU,85326,31,98
4536,2020-12-23,2020-12-24,995,CO,MA,36566,8,64
4537,2021-12-12,2021-12-13,917,AN,MA,28410,32,85
4538,2022-02-18,2022-02-19,639,AN,MA,78476,20,34
4539,2021-10-05,2021-10-06,272,AN,AU,59676,20,18
4540,2021-05-23,2021-05-24,1358,CO,MA,76100,31,82
4541,2021-08-22,2021-08-23,165,AN,AU,93756,5,13
4542,2022-01-08,2022-01-09,957,CO,AU,52071,14,42
4543,2022-03-22,2022-03-23,523,CO,AU,69292,29,22
4544,2021-01-12,2021-01-13,660,AN,AU,90492,7,38
4545,2022-01-01,2022-01-02,1581,CO,MA,79478,28,96
4546,2021-12-25,2021-12-26,792,CO,MA,78782,19,86
4547,2021-06-08,2021-06-09,723,AN,MA,58492,7,40
4548,2022-07-03,2022-07-04,407,CO,AU,13830,26,90
4549,2022-06-06,2022-06-07,956,AN,MA,62402,28,82
4550,2022-01-23,2022-01-24,610,CO,AU,16962,14,47
4551,2020-12-10,2020-12-11,1462,AN,MA,90357,2,93
4552,2021-10-23,2021-10-24,837,AN,AU,79928,18,89
4553,2021-12-28,2021-12-29,88,CO,MA,14436,17,10
4554,2021-04-08,2021-04-09,1467,CO,MA,68543,27,22
4555,2021-08-02,2021-08-03,855,CO,AU,67802,10,55
4556,2021-04-29,2021-04-30,1985,AN,AU,87198,11,92
4557,2020-10-18,2020-10-19,1672,CO,AU,9862,7,77
4558,2021-01-03,2021-01-04,436,CO,AU,30624,20,2
4559,2021-09-10,2021-09-11,1442,CO,AU,46160,7,63
4560,2020-10-15,2020-10-16,901,CO,AU,21281,10,27
4561,2020-11-19,2020-11-20,571,AN,AU,95429,5,86
4562,2022-02-27,2022-02-28,975,CO,MA,56155,20,56
4563,2022-06-02,2022-06-03,709,CO,AU,70238,2,2
4564,2021-01-15,2021-01-16,1137,CO,MA,91442,12,27
4565,2021-12-24,2021-12-25,1602,CO,AU,4412,34,45
4566,2021-11-08,2021-11-09,504,AN,AU,42106,6,57
4567,2020-11-23,2020-11-24,337,CO,MA,71219,34,98
4568,2021-12-12,2021-12-13,464,CO,AU,7102,2,4
4569,2021-12-18,2021-12-19,1149,AN,AU,11809,12,18
4570,2021-02-14,2021-02-15,176,AN,MA,81117,13,12
4571,2021-06-19,2021-06-20,1817,AN,AU,9128,3,39
4572,2021-11-27,2021-11-28,127,AN,MA,87161,7,33
4573,2022-05-15,2022-05-16,103,AN,AU,5715,5,76
4574,2021-05-18,2021-05-19,697,AN,AU,76126,18,74
4575,2020-11-28,2020-11-29,1382,AN,AU,53791,1,60
4576,2021-05-27,2021-05-28,1094,CO,AU,89225,7,56
4577,2021-04-03,2021-04-04,468,CO,MA,29359,28,91
4578,2022-02-01,2022-02-02,140,CO,MA,71898,18,10
4579,2022-01-05,2022-01-06,1810,AN,AU,72009,20,71
4580,2020-12-05,2020-12-06,807,CO,AU,81448,27,83
4581,2022-03-08,2022-03-09,1172,CO,MA,94900,34,76
4582,2022-05-06,2022-05-07,622,AN,AU,77652,10,19
4583,2021-07-03,2021-07-04,234,CO,AU,55701,16,60
4584,2021-05-26,2021-05-27,206,CO,MA,12067,18,17
4585,2022-01-26,2022-01-27,963,CO,AU,77351,9,3
4586,2020-12-07,2020-12-08,1469,AN,MA,798,5,52
4587,2022-02-27,2022-02-28,690,CO,AU,22409,3,67
4588,2021-12-25,2021-12-26,1431,CO,MA,78553,3,14
4589,2021-06-21,2021-06-22,1266,CO,AU,25703,30,92
4590,2020-12-30,2020-12-31,1366,AN,AU,39948,32,10
4591,2020-12-15,2020-12-16,1467,CO,AU,97905,1,34
4592,2022-05-14,2022-05-15,1224,AN,MA,51725,7,42
4593,2021-04-24,2021-04-25,1539,CO,AU,3825,24,84
4594,2021-05-15,2021-05-16,1547,CO,MA,38369,4,39
4595,2020-12-11,2020-12-12,1398,CO,MA,93594,21,48
4596,2022-01-20,2022-01-21,359,CO,MA,1192,29,47
4597,2021-10-11,2021-10-12,790,AN,MA,35133,26,80
4598,2021-01-06,2021-01-07,84,AN,MA,2311,6,16
4599,2021-03-17,2021-03-18,831,CO,MA,61540,13,35
4600,2020-12-09,2020-12-10,869,AN,AU,24995,4,41
4601,2022-05-15,2022-05-16,1178,AN,MA,98172,5,82
4602,2022-05-09,2022-05-10,746,CO,MA,74135,10,5
4603,2021-11-08,2021-11-09,1069,AN,MA,28234,6,86
4604,2020-10-12,2020-10-13,975,AN,AU,33805,12,11
4605,2020-11-24,2020-11-25,1946,CO,MA,23552,30,66
4606,2022-06-28,2022-06-29,297,AN,AU,3123,6,43
4607,2021-08-21,2021-08-22,640,CO,AU,89309,20,32
4608,2021-02-27,2021-02-28,1412,AN,AU,62248,29,65
4609,2021-07-23,2021-07-24,61,AN,MA,2126,28,2
4610,2021-08-16,2021-08-17,640,CO,MA,98278,3,19
4611,2022-05-24,2022-05-25,1354,CO,AU,12109,3,41
4612,2021-12-24,2021-12-25,236,AN,AU,4342,14,1
4613,2021-12-13,2021-12-14,1282,CO,MA,64276,31,39
4614,2021-04-11,2021-04-12,461,AN,AU,3842,27,58
4615,2022-01-26,2022-01-27,485,CO,MA,77514,24,1
4616,2020-11-13,2020-11-14,1676,CO,MA,95713,19,51
4617,2022-06-28,2022-06-29,1617,AN,AU,68192,19,4
4618,2021-07-22,2021-07-23,631,AN,MA,22949,22,43
4619,2022-06-26,2022-06-27,1938,AN,AU,97365,4,89
4620,2020-12-14,2020-12-15,291,CO,AU,54805,17,33
4621,2022-03-23,2022-03-24,1144,CO,AU,8290,20,71
4622,2021-03-16,2021-03-17,699,CO,MA,62107,10,28
4623,2022-01-03,2022-01-04,971,CO,MA,1750,33,15
4624,2022-06-03,2022-06-04,321,CO,MA,93925,3,47
4625,2020-12-22,2020-12-23,1567,CO,AU,20603,1,77
4626,2021-12-31,2022-01-01,1940,AN,AU,14968,28,94
4627,2021-09-26,2021-09-27,285,AN,MA,9185,21,45
4628,2021-10-24,2021-10-25,1369,CO,MA,37258,15,64
4629,2021-11-26,2021-11-27,618,CO,AU,40791,26,91
4630,2021-02-23,2021-02-24,1689,AN,MA,93855,2,61
4631,2021-09-21,2021-09-22,617,CO,AU,49733,23,99
4632,2021-07-19,2021-07-20,1556,CO,AU,26668,6,64
4633,2022-06-12,2022-06-13,1252,CO,MA,41824,26,19
4634,2022-03-03,2022-03-04,1395,AN,MA,16811,27,97
4635,2021-06-12,2021-06-13,66,CO,MA,94225,27,97
4636,2021-12-13,2021-12-14,422,AN,AU,21619,23,29
4637,2021-09-23,2021-09-24,1225,AN,AU,97305,12,37
4638,2021-12-16,2021-12-17,423,AN,AU,15179,3,81
4639,2021-08-13,2021-08-14,183,CO,AU,90941,8,98
4640,2021-03-09,2021-03-10,858,CO,AU,699,28,91
4641,2021-11-11,2021-11-12,334,AN,AU,85505,5,16
4642,2020-10-31,2020-11-01,1279,AN,MA,89527,8,25
4643,2021-08-27,2021-08-28,1388,AN,MA,47897,1,42
4644,2021-12-01,2021-12-02,1474,CO,AU,4740,31,53
4645,2022-03-30,2022-03-31,1589,AN,AU,79346,15,10
4646,2021-04-21,2021-04-22,667,AN,AU,4226,30,37
4647,2021-10-26,2021-10-27,351,CO,MA,2191,2,52
4648,2020-10-30,2020-10-31,1380,AN,MA,65409,27,97
4649,2020-10-12,2020-10-13,752,AN,AU,82447,34,76
4650,2020-11-18,2020-11-19,762,CO,MA,43656,28,58
4651,2021-06-08,2021-06-09,1777,CO,AU,52997,15,94
4652,2021-02-17,2021-02-18,1168,CO,MA,97146,15,89
4653,2022-01-05,2022-01-06,1896,CO,AU,37616,18,61
4654,2022-06-27,2022-06-28,626,CO,AU,90940,25,36
4655,2021-07-19,2021-07-20,15,CO,MA,24040,22,10
4656,2021-08-10,2021-08-11,1402,AN,AU,79218,16,90
4657,2021-11-23,2021-11-24,1154,AN,AU,75478,13,86
4658,2022-06-14,2022-06-15,1536,AN,AU,40430,7,91
4659,2022-05-20,2022-05-21,564,AN,MA,44500,4,37
4660,2022-04-17,2022-04-18,1242,AN,AU,30193,14,82
4661,2021-04-18,2021-04-19,1772,AN,AU,37484,26,46
4662,2020-11-24,2020-11-25,467,AN,MA,91068,8,90
4663,2022-03-19,2022-03-20,45,AN,MA,43630,6,46
4664,2021-02-23,2021-02-24,1990,CO,MA,66241,14,89
4665,2020-11-24,2020-11-25,472,CO,AU,40816,14,11
4666,2021-10-20,2021-10-21,1555,AN,MA,51834,6,49
4667,2021-11-24,2021-11-25,259,CO,MA,79245,11,42
4668,2022-04-07,2022-04-08,1152,CO,AU,11346,2,87
4669,2021-03-04,2021-03-05,1096,AN,MA,6047,4,4
4670,2021-02-24,2021-02-25,875,AN,AU,560,9,5
4671,2021-03-25,2021-03-26,1602,AN,MA,82427,2,62
4672,2021-09-02,2021-09-03,1988,AN,MA,64880,12,71
4673,2022-03-22,2022-03-23,195,CO,MA,27542,16,12
4674,2021-04-19,2021-04-20,1094,AN,MA,61012,6,69
4675,2022-06-19,2022-06-20,1008,AN,MA,52252,7,61
4676,2021-03-19,2021-03-20,393,CO,MA,7068,27,80
4677,2021-04-24,2021-04-25,114,AN,MA,50745,17,73
4678,2020-12-14,2020-12-15,1305,CO,AU,87207,14,37
4679,2021-08-29,2021-08-30,510,CO,AU,62644,32,63
4680,2020-11-09,2020-11-10,153,CO,AU,2073,12,62
4681,2021-10-14,2021-10-15,1047,CO,MA,43514,6,7
4682,2022-01-03,2022-01-04,245,CO,AU,13395,33,32
4683,2021-10-24,2021-10-25,223,CO,AU,77120,15,64
4684,2021-08-19,2021-08-20,71,AN,AU,19243,23,16
4685,2022-06-24,2022-06-25,1407,AN,AU,10456,22,66
4686,2021-05-05,2021-05-06,932,AN,AU,44588,26,23
4687,2021-05-03,2021-05-04,271,CO,MA,22554,6,28
4688,2021-07-25,2021-07-26,1957,CO,MA,60614,7,22
4689,2021-08-20,2021-08-21,304,AN,AU,75972,16,89
4690,2021-01-28,2021-01-29,24,AN,MA,85943,25,77
4691,2021-01-29,2021-01-30,975,CO,MA,6667,13,26
4692,2021-05-10,2021-05-11,1357,AN,MA,32465,18,53
4693,2021-03-15,2021-03-16,1449,AN,AU,74503,3,56
4694,2022-05-24,2022-05-25,1877,CO,AU,88068,1,12
4695,2021-04-14,2021-04-15,250,AN,MA,17492,34,9
4696,2021-12-08,2021-12-09,1473,CO,AU,76764,1,72
4697,2021-11-28,2021-11-29,781,CO,AU,12885,15,56
4698,2022-02-18,2022-02-19,1453,CO,MA,42827,24,46
4699,2022-05-29,2022-05-30,1598,CO,AU,5904,22,70
4700,2022-04-14,2022-04-15,1860,CO,MA,76999,7,87
4701,2021-01-13,2021-01-14,1551,CO,MA,26929,33,50
4702,2021-08-03,2021-08-04,611,CO,AU,41576,21,64
4703,2021-10-12,2021-10-13,1183,AN,AU,88830,27,93
4704,2021-06-07,2021-06-08,1930,AN,MA,55083,7,43
4705,2021-07-30,2021-07-31,974,CO,AU,43931,11,14
4706,2022-05-09,2022-05-10,1251,CO,MA,29771,8,79
4707,2022-01-24,2022-01-25,1919,CO,MA,531,23,46
4708,2022-05-20,2022-05-21,800,AN,MA,69875,23,77
4709,2022-05-15,2022-05-16,1726,AN,AU,58439,28,31
4710,2021-11-21,2021-11-22,1212,AN,AU,19430,30,5
4711,2022-03-16,2022-03-17,187,CO,AU,69063,7,48
4712,2021-02-07,2021-02-08,531,CO,AU,85297,33,20
4713,2021-01-12,2021-01-13,610,CO,AU,11992,17,63
4714,2021-10-20,2021-10-21,601,AN,AU,2867,7,5
4715,2021-11-14,2021-11-15,1389,AN,AU,19335,32,88
4716,2021-10-28,2021-10-29,417,AN,AU,43153,11,39
4717,2021-02-25,2021-02-26,626,AN,AU,78145,8,46
4718,2021-04-26,2021-04-27,916,AN,AU,84490,11,41
4719,2022-03-30,2022-03-31,1547,CO,AU,44173,4,27
4720,2021-02-10,2021-02-11,108,AN,AU,85236,14,19
4721,2021-03-17,2021-03-18,1138,CO,AU,26902,21,15
4722,2021-11-06,2021-11-07,184,AN,AU,57532,16,65
4723,2021-11-30,2021-12-01,959,AN,MA,8268,2,3
4724,2022-05-06,2022-05-07,918,CO,AU,99942,7,93
4725,2022-01-23,2022-01-24,923,AN,AU,31672,19,44
4726,2020-11-27,2020-11-28,1295,CO,AU,83593,8,73
4727,2022-02-13,2022-02-14,987,AN,MA,3907,11,5
4728,2022-06-20,2022-06-21,705,CO,MA,49272,18,92
4729,2021-10-23,2021-10-24,335,CO,MA,15422,16,19
4730,2021-07-12,2021-07-13,1279,CO,AU,93817,25,68
4731,2020-10-29,2020-10-30,1266,CO,MA,29299,16,6
4732,2021-12-07,2021-12-08,713,CO,AU,17003,10,1
4733,2020-12-31,2021-01-01,558,CO,AU,75057,14,27
4734,2021-05-26,2021-05-27,56,AN,MA,88783,28,9
4735,2021-01-09,2021-01-10,1365,AN,AU,16026,23,33
4736,2022-05-08,2022-05-09,695,CO,MA,72787,20,44
4737,2022-04-26,2022-04-27,1503,CO,AU,52408,34,28
4738,2022-04-29,2022-04-30,186,AN,MA,10364,11,1
4739,2022-05-17,2022-05-18,216,CO,AU,93452,14,73
4740,2022-03-30,2022-03-31,388,AN,MA,84527,22,69
4741,2022-01-24,2022-01-25,410,AN,AU,1089,8,85
4742,2020-11-23,2020-11-24,111,CO,AU,41560,28,94
4743,2020-11-04,2020-11-05,601,AN,MA,14081,14,48
4744,2020-11-26,2020-11-27,166,AN,MA,78512,1,17
4745,2022-06-27,2022-06-28,992,CO,MA,70462,19,75
4746,2021-02-13,2021-02-14,744,AN,AU,38767,29,33
4747,2021-12-12,2021-12-13,629,CO,AU,55822,18,71
4748,2020-11-02,2020-11-03,840,CO,MA,75951,9,75
4749,2022-04-20,2022-04-21,971,CO,AU,9776,5,30
4750,2021-12-31,2022-01-01,828,CO,MA,36735,12,83
4751,2020-10-19,2020-10-20,1151,AN,AU,94817,25,29
4752,2021-02-12,2021-02-13,854,CO,MA,52410,18,18
4753,2020-12-28,2020-12-29,507,AN,MA,41420,8,47
4754,2021-05-25,2021-05-26,1665,AN,AU,16529,33,92
4755,2021-01-14,2021-01-15,270,AN,MA,19269,1,98
4756,2022-02-22,2022-02-23,218,CO,MA,16647,29,4
4757,2022-02-22,2022-02-23,1432,CO,MA,43417,7,4
4758,2021-08-10,2021-08-11,23,AN,AU,86496,3,49
4759,2021-02-06,2021-02-07,190,AN,MA,96361,8,97
4760,2021-09-01,2021-09-02,1481,AN,MA,40179,17,10
4761,2022-06-26,2022-06-27,433,AN,AU,38059,27,9
4762,2021-05-05,2021-05-06,280,AN,AU,23860,1,30
4763,2020-11-01,2020-11-02,708,AN,AU,50547,30,28
4764,2021-02-23,2021-02-24,1089,AN,MA,16461,14,13
4765,2021-06-02,2021-06-03,826,AN,AU,10182,9,18
4766,2021-06-07,2021-06-08,1394,AN,MA,38617,17,98
4767,2021-12-03,2021-12-04,1381,AN,MA,39227,21,35
4768,2021-01-12,2021-01-13,799,CO,AU,69169,3,37
4769,2021-06-29,2021-06-30,1074,AN,MA,36586,17,19
4770,2020-12-15,2020-12-16,48,AN,MA,18739,25,21
4771,2021-04-16,2021-04-17,1297,AN,MA,25330,8,55
4772,2022-01-16,2022-01-17,879,CO,MA,86897,9,19
4773,2022-04-20,2022-04-21,1747,CO,MA,44049,6,84
4774,2020-11-24,2020-11-25,448,AN,AU,43953,10,88
4775,2022-04-30,2022-05-01,1074,CO,AU,821,17,61
4776,2020-10-18,2020-10-19,900,CO,AU,32805,4,63
4777,2022-01-30,2022-01-31,93,CO,AU,31525,12,31
4778,2021-03-18,2021-03-19,1411,AN,AU,31885,30,33
4779,2022-02-11,2022-02-12,614,AN,AU,69637,11,73
4780,2021-08-01,2021-08-02,1335,AN,AU,3699,22,39
4781,2021-05-01,2021-05-02,732,CO,AU,4410,20,78
4782,2021-05-13,2021-05-14,699,CO,AU,78846,3,93
4783,2021-03-18,2021-03-19,1639,AN,AU,21231,25,81
4784,2021-06-09,2021-06-10,709,CO,MA,37633,33,35
4785,2021-07-03,2021-07-04,1566,AN,AU,12170,8,45
4786,2021-03-29,2021-03-30,227,AN,AU,53339,15,41
4787,2021-06-20,2021-06-21,1209,AN,AU,77897,15,17
4788,2022-03-21,2022-03-22,51,CO,AU,37173,27,51
4789,2021-11-23,2021-11-24,278,AN,MA,45385,22,29
4790,2021-09-26,2021-09-27,294,CO,MA,88043,1,29
4791,2021-02-27,2021-02-28,932,CO,AU,88846,5,83
4792,2021-08-01,2021-08-02,78,AN,AU,60271,15,61
4793,2020-12-16,2020-12-17,88,CO,MA,30798,14,69
4794,2021-12-03,2021-12-04,43,AN,MA,62988,20,78
4795,2020-12-04,2020-12-05,1614,CO,MA,43131,29,28
4796,2021-10-19,2021-10-20,1173,AN,MA,1967,8,40
4797,2021-12-12,2021-12-13,1417,CO,AU,2892,10,2
4798,2021-04-07,2021-04-08,409,CO,AU,36857,4,58
4799,2021-03-08,2021-03-09,205,AN,MA,74879,7,50
4800,2021-06-26,2021-06-27,1452,CO,AU,88463,24,81
4801,2022-05-24,2022-05-25,862,CO,AU,27664,12,74
4802,2020-11-15,2020-11-16,1962,CO,AU,44534,13,70
4803,2021-11-22,2021-11-23,953,CO,MA,9780,6,12
4804,2021-12-31,2022-01-01,435,CO,AU,82601,28,9
4805,2021-03-06,2021-03-07,104,CO,AU,34174,33,61
4806,2021-10-05,2021-10-06,1425,AN,MA,97169,17,36
4807,2021-04-15,2021-04-16,396,AN,AU,39179,34,46
4808,2022-04-09,2022-04-10,368,AN,AU,85987,17,38
4809,2021-10-28,2021-10-29,1700,AN,AU,25808,7,89
4810,2022-02-15,2022-02-16,1840,AN,MA,23711,8,34
4811,2021-06-15,2021-06-16,1135,AN,MA,77245,17,57
4812,2021-12-15,2021-12-16,1973,CO,MA,58495,13,22
4813,2021-02-06,2021-02-07,187,AN,MA,82974,8,63
4814,2022-02-09,2022-02-10,19,AN,MA,82528,29,93
4815,2022-02-04,2022-02-05,1749,AN,AU,47000,9,9
4816,2021-04-14,2021-04-15,1807,AN,AU,51968,32,8
4817,2022-02-20,2022-02-21,1004,AN,MA,88506,17,66
4818,2021-06-05,2021-06-06,1855,CO,MA,45843,34,20
4819,2021-03-25,2021-03-26,1605,AN,MA,2466,6,36
4820,2021-11-19,2021-11-20,1564,CO,MA,39702,20,24
4821,2021-09-06,2021-09-07,800,AN,MA,32152,32,17
4822,2022-05-13,2022-05-14,204,CO,AU,62200,22,75
4823,2022-05-10,2022-05-11,798,CO,AU,4295,28,22
4824,2021-04-29,2021-04-30,943,CO,AU,69212,16,88
4825,2020-11-14,2020-11-15,974,CO,MA,50575,7,17
4826,2022-05-02,2022-05-03,1778,CO,MA,7620,24,32
4827,2021-09-05,2021-09-06,136,AN,AU,645,25,56
4828,2021-02-15,2021-02-16,1857,CO,MA,23506,16,64
4829,2020-12-14,2020-12-15,1477,AN,AU,56138,22,14
4830,2021-11-02,2021-11-03,1124,AN,AU,63196,34,25
4831,2021-12-21,2021-12-22,1210,AN,MA,72250,4,83
4832,2021-01-12,2021-01-13,397,CO,AU,693,15,95
4833,2020-12-30,2020-12-31,309,AN,AU,53945,21,80
4834,2022-04-05,2022-04-06,602,CO,MA,72546,22,95
4835,2021-02-27,2021-02-28,1326,AN,MA,97460,8,71
4836,2022-01-21,2022-01-22,1892,CO,AU,20710,14,3
4837,2022-05-29,2022-05-30,1572,AN,AU,50189,13,1
4838,2021-05-25,2021-05-26,1479,CO,AU,90616,13,79
4839,2021-06-02,2021-06-03,134,AN,AU,61086,12,46
4840,2022-06-17,2022-06-18,1466,CO,AU,34771,32,51
4841,2022-05-14,2022-05-15,1651,CO,MA,24481,25,78
4842,2022-03-13,2022-03-14,1146,CO,AU,9064,30,2
4843,2020-10-24,2020-10-25,1049,CO,AU,19454,1,16
4844,2021-02-24,2021-02-25,1838,CO,MA,37813,7,66
4845,2022-07-02,2022-07-03,586,CO,AU,26783,14,55
4846,2022-05-07,2022-05-08,345,AN,AU,10723,15,81
4847,2020-10-13,2020-10-14,692,AN,MA,62076,19,86
4848,2022-06-25,2022-06-26,1859,AN,MA,90303,3,32
4849,2020-11-25,2020-11-26,1753,CO,MA,30665,33,64
4850,2021-02-21,2021-02-22,970,CO,MA,56462,15,26
4851,2022-06-16,2022-06-17,1073,CO,AU,31745,11,98
4852,2021-07-15,2021-07-16,1266,AN,MA,22668,24,2
4853,2022-06-01,2022-06-02,989,CO,MA,36264,24,22
4854,2021-03-10,2021-03-11,1344,AN,AU,52413,27,27
4855,2022-01-08,2022-01-09,502,AN,MA,18600,22,86
4856,2021-01-10,2021-01-11,75,CO,AU,37568,27,20
4857,2021-12-14,2021-12-15,1801,CO,AU,97165,2,50
4858,2021-11-19,2021-11-20,382,AN,AU,62343,26,77
4859,2021-04-13,2021-04-14,538,AN,AU,94013,21,88
4860,2021-01-14,2021-01-15,1963,AN,MA,27561,21,50
4861,2022-05-08,2022-05-09,1216,CO,AU,37532,14,82
4862,2021-06-13,2021-06-14,71,CO,MA,37025,19,36
4863,2021-01-27,2021-01-28,1528,AN,MA,19452,33,24
4864,2021-02-16,2021-02-17,1188,AN,MA,48861,22,41
4865,2022-06-02,2022-06-03,969,AN,AU,75079,14,29
4866,2022-04-06,2022-04-07,1822,AN,MA,48123,21,4
4867,2021-04-08,2021-04-09,939,AN,AU,22438,3,84
4868,2021-05-21,2021-05-22,1246,CO,MA,40195,9,72
4869,2021-05-01,2021-05-02,1933,CO,MA,352,27,72
4870,2021-04-19,2021-04-20,1089,AN,AU,13024,31,59
4871,2021-05-22,2021-05-23,236,AN,AU,97656,15,55
4872,2021-05-13,2021-05-14,397,AN,MA,56568,14,61
4873,2022-04-27,2022-04-28,563,AN,MA,73032,22,32
4874,2021-03-17,2021-03-18,253,CO,MA,33093,28,65
4875,2021-11-11,2021-11-12,1798,CO,AU,33041,22,56
4876,2022-02-18,2022-02-19,1394,AN,MA,48421,14,52
4877,2020-11-03,2020-11-04,18,CO,AU,75108,23,94
4878,2021-02-21,2021-02-22,250,CO,AU,10317,16,53
4879,2021-02-08,2021-02-09,490,CO,AU,48029,27,18
4880,2021-05-01,2021-05-02,705,CO,MA,90435,18,64
4881,2021-05-08,2021-05-09,1976,CO,AU,88775,20,16
4882,2021-07-12,2021-07-13,1443,CO,MA,75994,3,20
4883,2021-01-24,2021-01-25,1875,AN,AU,60350,3,88
4884,2021-04-10,2021-04-11,1647,CO,AU,49087,30,76
4885,2021-08-26,2021-08-27,1335,AN,AU,93234,22,64
4886,2022-02-26,2022-02-27,81,AN,MA,33989,9,65
4887,2022-02-22,2022-02-23,452,AN,AU,91845,3,16
4888,2022-06-20,2022-06-21,313,AN,AU,3873,7,59
4889,2022-06-09,2022-06-10,94,CO,AU,94243,5,99
4890,2021-07-24,2021-07-25,1207,AN,AU,28084,23,81
4891,2021-01-09,2021-01-10,985,CO,MA,73876,4,93
4892,2022-05-01,2022-05-02,1834,CO,MA,29482,34,93
4893,2021-06-28,2021-06-29,1651,CO,MA,24789,5,10
4894,2020-12-30,2020-12-31,1376,AN,MA,15686,2,59
4895,2022-02-21,2022-02-22,1497,CO,AU,88016,32,47
4896,2021-08-26,2021-08-27,179,CO,MA,79495,9,19
4897,2020-12-11,2020-12-12,369,AN,AU,51284,18,2
4898,2020-10-20,2020-10-21,1084,CO,MA,63846,17,58
4899,2020-12-06,2020-12-07,199,CO,AU,16719,15,82
4900,2021-06-19,2021-06-20,616,AN,AU,55682,30,9
4901,2021-06-11,2021-06-12,69,CO,MA,50007,33,76
4902,2020-12-09,2020-12-10,406,AN,MA,95968,2,42
