idpago,idsiniestro,estado,fecha_pago,importe_pago,tipo_pago 
3674,1734,AN,9999-12-31,3796,T
3675,1130,AN,9999-12-31,21810,E
3676,3848,CO,2021-03-17,822,T
3677,906,AN,9999-12-31,48585,E
3678,2718,CO,2022-01-09,15611,E
3679,976,AN,9999-12-31,97008,E
3680,726,CO,2020-11-25,13280,T
3681,1142,AN,9999-12-31,22818,E
3682,2960,CO,2021-06-06,48852,E
3683,1423,AN,9999-12-31,56150,T
3684,2582,AN,9999-12-31,9339,E
3685,2174,AN,9999-12-31,54786,T
3686,1837,CO,2021-02-08,78211,T
3687,2545,CO,2021-06-14,92238,E
3688,2051,CO,2021-12-10,28702,T
3689,2038,CO,2021-01-01,52854,E
3690,1249,CO,2021-10-04,85941,T
3691,433,CO,2020-11-25,83996,E
3692,1755,AN,9999-12-31,16339,E
3693,1862,AN,9999-12-31,39196,T
3694,2943,CO,2021-10-20,84782,T
3695,1695,CO,2022-03-13,58115,T
3696,2687,AN,9999-12-31,93394,T
3697,291,CO,2021-10-22,49496,T
3698,2245,AN,9999-12-31,55684,T
3699,719,CO,2022-02-08,94247,E
3700,3723,CO,2022-06-21,40202,T
3701,1925,CO,2022-04-11,84574,E
3702,2727,AN,9999-12-31,56732,T
3703,3643,AN,9999-12-31,21269,T
3704,1724,CO,2022-04-04,96096,E
3705,2880,AN,9999-12-31,80107,E
3706,2592,AN,9999-12-31,46555,T
3707,1534,AN,9999-12-31,54066,E
3708,2454,CO,2021-07-27,74390,E
3709,1856,CO,2021-10-20,3846,T
3710,1940,CO,2020-11-18,95026,E
3711,24,AN,9999-12-31,57041,T
3712,3006,CO,2022-05-12,12292,E
3713,3902,CO,2021-08-26,6560,E
3714,1872,CO,2021-10-26,56717,T
3715,880,AN,9999-12-31,41647,T
3716,990,CO,2022-05-29,11962,T
3717,1595,CO,2021-01-25,83455,T
3718,1042,CO,2020-12-21,28646,E
3719,2246,CO,2021-10-03,48235,E
3720,817,CO,2020-10-31,35398,E
3721,3132,CO,2021-05-01,59474,T
3722,882,CO,2021-01-11,84896,T
3723,2106,CO,2021-05-03,31181,E
3724,3123,CO,2021-11-07,43681,T
3725,2102,CO,2020-12-04,33871,T
3726,3002,AN,9999-12-31,33206,T
3727,3070,CO,2022-03-15,95460,T
3728,3428,CO,2021-07-31,6373,T
3729,1753,CO,2022-07-05,98684,T
3730,2915,AN,9999-12-31,20203,E
3731,2002,CO,2021-10-24,45391,E
3732,1873,CO,2020-12-10,34394,E
3733,2459,CO,2021-09-04,42531,E
3734,3029,CO,2021-01-05,18930,T
3735,2243,AN,9999-12-31,31854,T
3736,1809,AN,9999-12-31,17028,E
3737,2021,AN,9999-12-31,4330,E
3738,3689,CO,2021-10-05,7232,T
3739,1972,CO,2021-05-04,53425,E
3740,2496,AN,9999-12-31,89651,T
3741,2082,CO,2021-06-09,11938,E
3742,1224,CO,2022-03-18,38530,T
3743,1993,AN,9999-12-31,61635,T
3744,3012,AN,9999-12-31,23621,T
3745,2319,AN,9999-12-31,6390,E
3746,1301,AN,9999-12-31,65294,E
3747,222,CO,2021-08-09,31359,T
3748,3306,AN,9999-12-31,42296,E
3749,3273,AN,9999-12-31,61356,E
3750,1699,AN,9999-12-31,76607,T
3751,3208,CO,2021-11-19,55669,E
3752,2102,AN,9999-12-31,50067,T
3753,844,CO,2020-12-16,74961,T
3754,688,AN,9999-12-31,84261,E
3755,1325,CO,2022-01-03,66809,T
3756,1645,AN,9999-12-31,69824,T
3757,1644,CO,2022-02-28,57719,T
3758,1408,CO,2021-03-09,76355,T
3759,2466,CO,2022-06-27,47906,T
3760,1126,AN,9999-12-31,80435,E
3761,2818,AN,9999-12-31,51295,T
3762,3312,CO,2021-04-10,35166,T
3763,1213,CO,2022-04-07,90015,E
3764,1391,AN,9999-12-31,78806,T
3765,3235,CO,2020-11-02,71669,E
3766,3932,AN,9999-12-31,97840,T
3767,1234,CO,2022-04-28,67908,E
3768,2869,CO,2021-12-03,83848,T
3769,1253,CO,2021-09-24,92514,T
3770,1871,CO,2021-12-13,47227,E
3771,3388,CO,2021-09-23,18139,T
3772,175,CO,2021-04-26,77254,T
3773,1694,CO,2021-10-18,88294,E
3774,3737,AN,9999-12-31,96886,T
3775,3778,AN,9999-12-31,46993,T
3776,2851,CO,2022-05-10,87387,E
3777,2534,CO,2022-06-09,114,E
3778,2270,AN,9999-12-31,26402,E
3779,3479,AN,9999-12-31,1365,E
3780,2673,CO,2021-12-17,28058,T
3781,1198,AN,9999-12-31,14298,E
3782,3476,CO,2021-02-20,83924,E
3783,2692,CO,2022-04-23,35994,E
3784,825,CO,2020-11-15,22501,E
3785,2356,CO,2022-06-19,25963,E
3786,3671,CO,2021-06-06,25016,E
3787,3790,CO,2020-11-22,86409,E
3788,3856,CO,2021-07-01,48546,E
3789,3386,CO,2022-01-24,4573,E
3790,1757,AN,9999-12-31,66644,T
3791,1509,CO,2021-05-22,80943,E
3792,3270,AN,9999-12-31,12768,E
3793,2997,CO,2021-12-12,57284,E
3794,1596,CO,2020-11-18,6376,E
3795,3208,CO,2021-11-04,86921,T
3796,1410,CO,2021-09-15,61295,E
3797,3997,CO,2020-12-11,36147,T
3798,3038,CO,2021-11-04,18614,T
3799,1791,CO,2022-05-15,93941,T
3800,2280,CO,2020-11-01,83435,E
3801,732,AN,9999-12-31,39112,E
3802,2650,CO,2021-03-20,74259,T
3803,2199,CO,2022-02-03,57103,E
3804,1057,CO,2021-03-07,54566,T
3805,1096,AN,9999-12-31,57284,T
3806,2734,AN,9999-12-31,52560,E
3807,3847,CO,2021-09-05,84817,T
3808,1669,AN,9999-12-31,55896,E
3809,1483,AN,9999-12-31,24707,T
3810,3510,CO,2020-10-16,92419,E
3811,2322,CO,2022-02-07,86597,E
3812,1910,CO,2021-07-11,37303,T
3813,1409,CO,2021-10-04,94140,T
3814,2923,CO,2021-06-16,43771,E
3815,609,AN,9999-12-31,91563,E
3816,3795,AN,9999-12-31,87020,T
3817,3810,CO,2021-09-16,84099,T
3818,2900,AN,9999-12-31,50204,E
3819,3855,CO,2021-12-26,68060,E
3820,642,AN,9999-12-31,18983,T
3821,1071,CO,2020-12-01,61703,E
3822,571,CO,2021-02-17,94748,E
3823,1586,AN,9999-12-31,80045,T
3824,171,CO,2020-12-26,83233,T
3825,217,CO,2021-06-26,70058,E
3826,30,AN,9999-12-31,50445,E
3827,150,AN,9999-12-31,27155,E
3828,289,CO,2021-03-13,99434,E
3829,445,AN,9999-12-31,26911,E
3830,1329,CO,2021-01-26,17003,T
3831,3031,AN,9999-12-31,90225,T
3832,2145,CO,2022-02-08,7893,E
3833,1151,CO,2020-10-12,60431,E
3834,3523,CO,2021-03-24,74505,T
3835,1362,AN,9999-12-31,33561,E
3836,729,CO,2020-12-04,30661,E
3837,2836,AN,9999-12-31,54578,T
3838,1124,CO,2021-05-25,33951,E
3839,3513,CO,2021-01-03,20624,E
3840,1262,AN,9999-12-31,83031,E
3841,1867,AN,9999-12-31,15228,E
3842,2437,AN,9999-12-31,88683,E
3843,2367,AN,9999-12-31,85309,T
3844,2153,AN,9999-12-31,15924,E
3845,1738,CO,2021-01-28,18833,E
3846,3061,CO,2022-01-30,84838,T
3847,938,CO,2022-05-07,330,E
3848,1716,CO,2022-07-04,88470,T
3849,3530,CO,2022-02-28,76859,E
3850,1290,CO,2021-07-14,20318,T
3851,1762,CO,2021-12-24,50656,T
3852,1465,AN,9999-12-31,32629,T
3853,3714,AN,9999-12-31,8388,T
3854,2753,AN,9999-12-31,89613,T
3855,1201,CO,2022-01-19,61945,T
3856,2075,CO,2021-05-27,45822,T
3857,3639,AN,9999-12-31,80459,E
3858,3226,AN,9999-12-31,73065,T
3859,3458,CO,2021-08-09,88434,E
3860,801,AN,9999-12-31,93984,T
3861,3892,AN,9999-12-31,67781,E
3862,2790,CO,2022-06-23,7372,T
3863,2816,AN,9999-12-31,77568,T
3864,879,AN,9999-12-31,41318,E
3865,2682,CO,2020-12-13,54604,E
3866,116,CO,2021-07-30,51764,T
3867,709,CO,2021-12-07,57846,T
3868,2223,CO,2021-11-26,48570,T
3869,2638,CO,2022-04-24,50743,T
3870,2312,CO,2022-06-14,72335,T
3871,1946,AN,9999-12-31,60584,E
3872,2780,AN,9999-12-31,42101,T
3873,3217,AN,9999-12-31,99038,E
3874,3976,AN,9999-12-31,71899,T
3875,2284,AN,9999-12-31,22795,T
3876,2362,AN,9999-12-31,13691,T
3877,957,AN,9999-12-31,17805,T
3878,2126,AN,9999-12-31,82085,E
3879,501,CO,2022-01-31,99106,E
3880,450,AN,9999-12-31,92706,T
3881,3957,CO,2021-11-27,22889,T
3882,887,AN,9999-12-31,56549,E
3883,2601,CO,2021-06-18,15039,E
3884,3251,CO,2020-10-21,35519,T
3885,971,AN,9999-12-31,85006,E
3886,2138,CO,2020-12-09,52561,E
3887,2806,AN,9999-12-31,16511,E
3888,1955,CO,2022-02-03,43850,T
3889,3581,AN,9999-12-31,47924,T
3890,965,CO,2021-11-13,9808,E
3891,3924,AN,9999-12-31,85383,E
3892,1620,AN,9999-12-31,33559,T
3893,3647,AN,9999-12-31,16901,T
3894,3831,AN,9999-12-31,3792,T
3895,2287,CO,2021-10-04,8098,E
3896,333,AN,9999-12-31,94523,T
3897,712,CO,2022-04-04,95408,T
3898,145,AN,9999-12-31,85996,E
3899,2824,CO,2021-08-16,45872,E
3900,449,CO,2020-10-16,81368,T
3901,3426,AN,9999-12-31,795,T
3902,3896,CO,2022-01-26,46695,E
3903,95,CO,2022-02-13,3337,T
3904,3543,CO,2022-02-25,32412,E
3905,1832,CO,2020-11-25,97012,T
3906,589,CO,2021-06-12,3501,E
3907,1164,CO,2021-11-08,74136,E
3908,2103,CO,2021-09-11,49922,E
3909,2025,AN,9999-12-31,70380,E
3910,3546,CO,2021-12-26,96822,E
3911,1947,AN,9999-12-31,59460,E
3912,1892,CO,2022-05-01,29179,T
3913,612,CO,2021-04-22,83004,E
3914,2554,AN,9999-12-31,27627,E
3915,3576,AN,9999-12-31,82905,T
3916,1380,AN,9999-12-31,75546,T
3917,1973,CO,2021-08-30,29144,E
3918,3712,CO,2022-04-21,55421,T
3919,3873,AN,9999-12-31,66071,E
3920,988,AN,9999-12-31,14269,T
3921,2195,CO,2022-04-03,78231,T
3922,216,AN,9999-12-31,48506,T
3923,3072,CO,2021-01-11,45256,E
3924,3619,AN,9999-12-31,95480,E
3925,2882,AN,9999-12-31,43617,E
3926,3064,CO,2021-12-21,21363,E
3927,1342,CO,2022-02-19,70513,E
3928,749,CO,2021-10-26,26909,E
3929,3499,CO,2021-07-17,5802,T
3930,412,AN,9999-12-31,42407,E
3931,1376,CO,2022-01-24,72028,E
3932,1525,CO,2020-12-25,84101,E
3933,823,CO,2021-05-15,26558,E
3934,3297,AN,9999-12-31,64595,T
3935,653,CO,2022-02-11,56451,T
3936,493,AN,9999-12-31,30703,T
3937,1092,AN,9999-12-31,18894,E
3938,3800,AN,9999-12-31,9386,T
3939,180,CO,2021-02-15,17828,T
3940,2136,CO,2021-02-20,12304,E
3941,137,CO,2021-10-21,41595,T
3942,2969,AN,9999-12-31,51146,T
3943,2095,CO,2021-03-25,57821,E
3944,3404,CO,2021-11-19,14545,E
3945,676,AN,9999-12-31,43260,E
3946,1041,AN,9999-12-31,31189,E
3947,692,AN,9999-12-31,8424,E
3948,3758,AN,9999-12-31,31280,T
3949,2352,CO,2021-05-06,5693,E
3950,1820,AN,9999-12-31,36772,E
3951,1809,AN,9999-12-31,35883,T
3952,2171,CO,2021-11-05,78237,T
3953,2340,AN,9999-12-31,33564,E
3954,3741,CO,2021-11-18,4374,T
3955,3153,CO,2021-10-04,98794,E
3956,1137,AN,9999-12-31,31417,T
3957,320,AN,9999-12-31,66026,T
3958,2824,CO,2021-11-14,5068,T
3959,1805,AN,9999-12-31,6372,E
3960,3993,CO,2021-10-24,26485,E
3961,2688,CO,2022-03-07,5371,E
3962,3007,CO,2021-11-24,23445,T
3963,2658,CO,2021-12-29,63610,E
3964,161,AN,9999-12-31,16991,T
3965,2951,AN,9999-12-31,9815,E
3966,489,AN,9999-12-31,77079,T
3967,3088,CO,2021-06-27,62224,E
3968,1606,CO,2021-11-09,68161,E
3969,1338,AN,9999-12-31,77621,T
3970,1521,CO,2020-12-29,65884,E
3971,2171,CO,2022-06-16,73964,E
3972,870,AN,9999-12-31,48493,T
3973,1773,CO,2021-03-21,76099,E
3974,2282,CO,2021-05-04,37720,T
3975,1304,AN,9999-12-31,41638,E
3976,1829,CO,2021-05-02,27062,E
3977,1356,CO,2022-04-25,11890,T
3978,3288,AN,9999-12-31,59767,T
3979,95,CO,2020-11-18,17176,T
3980,2682,CO,2021-05-03,88891,E
3981,1007,CO,2021-06-30,79820,E
3982,1864,AN,9999-12-31,36599,T
3983,2201,AN,9999-12-31,95494,E
3984,573,CO,2021-05-08,18677,E
3985,88,CO,2022-02-14,33298,T
3986,1007,AN,9999-12-31,36655,T
3987,2156,AN,9999-12-31,13905,T
3988,247,AN,9999-12-31,61223,E
3989,2186,CO,2022-03-10,81573,E
3990,448,CO,2020-12-21,2644,E
3991,124,CO,2020-11-15,37500,E
3992,3084,CO,2022-03-20,47834,T
3993,2657,AN,9999-12-31,63086,E
3994,453,AN,9999-12-31,36884,E
3995,2021,AN,9999-12-31,55657,E
3996,2621,CO,2022-06-15,25369,E
3997,2727,AN,9999-12-31,12726,E
3998,3664,AN,9999-12-31,22599,T
3999,1919,CO,2021-01-01,84710,T
4000,1664,CO,2021-02-26,4493,E
4001,2499,CO,2020-12-24,96874,E
4002,1772,CO,2021-06-24,70033,T
4003,806,CO,2021-11-07,28503,E
4004,1991,CO,2021-08-19,26438,T
4005,947,CO,2021-09-12,18475,T
4006,2550,CO,2021-12-01,86559,E
4007,1825,CO,2021-09-03,97234,E
4008,3445,CO,2020-10-24,95746,E
4009,2953,AN,9999-12-31,35758,E
4010,3985,CO,2021-03-22,2504,E
4011,744,CO,2022-03-25,84270,E
4012,3778,AN,9999-12-31,54370,T
4013,3351,AN,9999-12-31,8473,E
4014,2960,CO,2021-09-01,85475,E
4015,18,CO,2021-06-21,24902,T
4016,2396,AN,9999-12-31,97999,E
4017,3623,CO,2022-03-01,4423,T
4018,3095,AN,9999-12-31,60911,T
4019,1171,CO,2022-05-27,15078,E
4020,3962,CO,2022-05-21,62607,T
4021,3046,CO,2021-12-27,5774,T
4022,3939,AN,9999-12-31,65804,T
4023,3500,AN,9999-12-31,32047,T
4024,765,AN,9999-12-31,76946,E
4025,2002,CO,2020-10-15,63880,T
4026,3227,CO,2020-10-19,93893,E
4027,2212,AN,9999-12-31,67359,T
4028,758,CO,2020-12-24,57031,E
4029,1659,AN,9999-12-31,27621,T
4030,269,CO,2022-03-01,34555,T
4031,2540,AN,9999-12-31,55380,T
4032,3883,CO,2021-08-13,84508,E
4033,3322,AN,9999-12-31,27678,E
4034,1160,AN,9999-12-31,65941,E
4035,614,AN,9999-12-31,44292,T
4036,769,AN,9999-12-31,57618,E
4037,2464,AN,9999-12-31,29103,T
4038,464,CO,2022-02-14,18453,T
4039,2390,AN,9999-12-31,21722,T
4040,532,CO,2021-05-19,79519,E
4041,310,AN,9999-12-31,14309,T
4042,3778,AN,9999-12-31,13119,E
4043,891,CO,2021-02-20,9143,E
4044,3876,CO,2022-01-04,94124,T
4045,400,CO,2022-01-27,99953,T
4046,1114,AN,9999-12-31,70453,E
4047,3548,AN,9999-12-31,88526,T
4048,2438,AN,9999-12-31,19820,E
4049,2334,CO,2020-11-29,80362,E
4050,1504,AN,9999-12-31,89004,E
4051,1657,AN,9999-12-31,58627,T
4052,3802,CO,2021-03-08,53847,T
4053,3077,AN,9999-12-31,72553,T
4054,812,AN,9999-12-31,21068,E
4055,3220,CO,2022-05-18,62663,E
4056,373,AN,9999-12-31,97569,E
4057,188,AN,9999-12-31,5321,E
4058,1624,AN,9999-12-31,80460,T
4059,1233,AN,9999-12-31,18907,E
4060,2586,CO,2021-09-17,2844,E
4061,41,AN,9999-12-31,60367,T
4062,2027,AN,9999-12-31,36626,E
4063,744,CO,2022-02-23,74290,T
4064,1680,AN,9999-12-31,65451,T
4065,3465,CO,2022-01-03,17473,T
4066,3933,AN,9999-12-31,16810,T
4067,1276,CO,2022-04-28,14707,T
4068,3002,CO,2022-02-05,78363,E
4069,54,AN,9999-12-31,75359,T
4070,2272,AN,9999-12-31,28084,T
4071,3606,AN,9999-12-31,25580,E
4072,831,CO,2020-12-05,50909,E
4073,3322,AN,9999-12-31,2711,E
4074,3533,AN,9999-12-31,53280,E
4075,1145,AN,9999-12-31,84746,T
4076,2174,AN,9999-12-31,54101,T
4077,2912,CO,2021-03-28,63876,E
4078,2969,AN,9999-12-31,82250,T
4079,1538,CO,2021-01-22,14957,E
4080,491,CO,2022-06-07,36466,E
4081,2273,AN,9999-12-31,32914,T
4082,640,CO,2022-04-17,81439,T
4083,301,CO,2021-12-04,28413,T
4084,616,AN,9999-12-31,51125,T
4085,3171,AN,9999-12-31,20274,E
4086,1145,AN,9999-12-31,45058,T
4087,1976,CO,2021-04-20,5566,E
4088,2537,AN,9999-12-31,24235,E
4089,3836,CO,2021-12-03,689,E
4090,1323,CO,2021-12-01,23650,T
4091,1488,CO,2021-12-16,6345,T
4092,3593,CO,2021-02-17,66334,E
4093,3303,AN,9999-12-31,23801,T
4094,591,CO,2021-02-28,15545,E
4095,3829,AN,9999-12-31,15411,E
4096,2235,CO,2021-03-05,3053,E
4097,2543,CO,2022-01-07,82090,E
4098,935,AN,9999-12-31,97432,E
4099,3462,AN,9999-12-31,39325,T
4100,241,CO,2021-07-03,88426,E
4101,69,AN,9999-12-31,61860,E
4102,1284,AN,9999-12-31,53351,E
4103,71,AN,9999-12-31,24339,E
4104,2207,CO,2021-08-27,21982,E
4105,3971,AN,9999-12-31,61906,T
4106,2817,AN,9999-12-31,9205,T
4107,2911,CO,2021-01-17,20095,E
4108,304,CO,2022-04-15,72933,E
4109,2987,AN,9999-12-31,72858,E
4110,1042,AN,9999-12-31,87974,E
4111,235,CO,2021-02-05,99463,E
4112,3339,AN,9999-12-31,77618,E
4113,1482,AN,9999-12-31,22175,T
4114,1482,AN,9999-12-31,6605,T
4115,2714,CO,2022-06-26,97229,T
4116,3218,CO,2022-07-01,23541,T
4117,2795,AN,9999-12-31,21488,T
4118,216,CO,2022-04-16,28276,E
4119,2532,CO,2021-11-01,50096,E
4120,3290,CO,2020-12-19,98313,T
4121,691,AN,9999-12-31,23779,T
4122,1742,AN,9999-12-31,91279,E
4123,3297,CO,2021-02-05,36194,E
4124,3868,CO,2021-03-19,16277,E
4125,2918,AN,9999-12-31,61643,E
4126,3460,CO,2021-08-07,26929,T
4127,2937,AN,9999-12-31,52382,E
4128,1206,AN,9999-12-31,37123,E
4129,3130,AN,9999-12-31,17903,T
4130,3006,CO,2020-11-14,73108,E
4131,2798,CO,2021-09-23,73749,E
4132,2868,AN,9999-12-31,49731,E
4133,188,CO,2020-11-26,70863,E
4134,1791,AN,9999-12-31,34207,T
4135,568,AN,9999-12-31,85918,T
4136,3599,AN,9999-12-31,47430,E
4137,3970,CO,2022-05-06,45388,T
4138,359,CO,2021-10-13,87525,T
4139,3571,CO,2022-03-21,91972,E
4140,2014,CO,2020-12-13,19467,T
4141,1732,AN,9999-12-31,24715,E
4142,47,CO,2022-02-22,95590,E
4143,944,CO,2021-07-06,45992,T
4144,968,AN,9999-12-31,60055,T
4145,2172,CO,2021-07-10,30330,T
4146,1753,CO,2022-05-02,11146,T
4147,2805,AN,9999-12-31,15510,T
4148,230,CO,2020-10-28,49977,T
4149,2005,AN,9999-12-31,62979,E
4150,61,AN,9999-12-31,51369,E
4151,2112,AN,9999-12-31,55663,E
4152,885,AN,9999-12-31,89947,T
4153,3944,AN,9999-12-31,54726,T
4154,2518,AN,9999-12-31,84038,T
4155,374,CO,2022-05-18,67674,T
4156,2390,CO,2021-12-24,50112,T
4157,3838,CO,2022-05-12,34078,E
4158,1978,AN,9999-12-31,40557,E
4159,704,CO,2022-03-04,44465,T
4160,1213,AN,9999-12-31,50298,E
4161,585,AN,9999-12-31,72456,E
4162,3298,AN,9999-12-31,88426,E
4163,1601,CO,2021-03-09,2299,T
4164,3815,CO,2021-07-18,58016,E
4165,2037,CO,2021-01-28,1791,T
4166,1755,AN,9999-12-31,32106,E
4167,3693,CO,2022-03-22,53171,T
4168,1268,CO,2021-04-08,96099,E
4169,776,CO,2021-09-01,72253,E
4170,3394,CO,2020-12-25,38327,T
4171,712,AN,9999-12-31,10734,E
4172,1512,CO,2022-03-27,17608,T
4173,181,AN,9999-12-31,76664,E
4174,2601,AN,9999-12-31,90949,E
4175,641,CO,2021-03-01,99071,T
4176,3030,AN,9999-12-31,4653,T
4177,3336,CO,2021-04-27,56280,E
4178,3984,AN,9999-12-31,72618,E
4179,2932,CO,2022-05-01,69569,T
4180,2315,AN,9999-12-31,58298,T
4181,2087,CO,2021-09-04,7226,T
4182,1819,CO,2021-08-08,74434,E
4183,2253,CO,2021-01-27,57608,T
4184,614,AN,9999-12-31,40733,E
4185,2119,CO,2022-04-12,2440,E
4186,2346,CO,2020-11-26,80070,T
4187,3781,AN,9999-12-31,53383,T
4188,2043,CO,2021-01-05,17590,E
4189,1795,CO,2020-10-20,95347,T
4190,686,CO,2021-01-23,21997,E
4191,3777,CO,2021-12-25,90659,E
4192,3447,AN,9999-12-31,87250,T
4193,3017,AN,9999-12-31,50205,T
4194,2215,CO,2022-01-17,20898,T
4195,3752,AN,9999-12-31,39979,T
4196,725,CO,2021-02-12,80451,E
4197,1446,CO,2021-11-22,89159,T
4198,3765,CO,2021-02-04,98111,T
4199,3474,AN,9999-12-31,32625,T
4200,3031,CO,2022-04-29,71873,T
4201,1036,CO,2022-02-26,15485,T
4202,2240,CO,2021-11-02,65509,E
4203,1477,AN,9999-12-31,67642,E
4204,3627,CO,2020-11-09,15955,T
4205,2893,CO,2022-06-14,42290,E
4206,1414,AN,9999-12-31,17875,E
4207,2538,CO,2021-11-22,39906,E
4208,3980,CO,2021-02-11,69289,T
4209,2714,CO,2021-02-06,38052,E
4210,398,AN,9999-12-31,93496,T
4211,1564,CO,2021-01-10,50785,T
4212,2291,AN,9999-12-31,51735,T
4213,1125,CO,2021-02-14,51077,E
4214,1501,AN,9999-12-31,74982,E
4215,1651,CO,2022-01-25,64748,E
4216,2702,AN,9999-12-31,95392,E
4217,372,AN,9999-12-31,13097,E
4218,3229,CO,2021-08-31,87311,T
4219,2448,AN,9999-12-31,20808,E
4220,3499,CO,2021-04-28,68056,E
4221,1885,CO,2021-09-08,62304,T
4222,2432,AN,9999-12-31,27091,T
4223,270,AN,9999-12-31,49365,E
4224,3210,AN,9999-12-31,67614,E
4225,1257,AN,9999-12-31,10415,E
4226,2384,AN,9999-12-31,90585,E
4227,3501,CO,2021-06-05,2793,T
4228,1781,CO,2021-01-29,4295,E
4229,49,CO,2022-02-12,18426,E
4230,548,CO,2022-01-19,66141,T
4231,3747,CO,2022-06-03,76280,T
4232,2402,AN,9999-12-31,1939,T
4233,1459,AN,9999-12-31,28680,E
4234,2709,AN,9999-12-31,91628,T
4235,3082,CO,2021-09-02,92837,E
4236,3079,CO,2021-05-25,18992,E
4237,3174,AN,9999-12-31,85922,T
4238,3152,AN,9999-12-31,56875,T
4239,2480,CO,2021-09-22,30347,E
4240,1198,AN,9999-12-31,3509,T
4241,3223,AN,9999-12-31,68838,T
4242,3474,CO,2021-07-08,62282,T
4243,1083,AN,9999-12-31,96161,T
4244,3422,CO,2022-05-29,1839,E
4245,1803,CO,2021-02-26,40623,E
4246,515,AN,9999-12-31,4222,E
4247,961,CO,2021-07-16,20810,E
4248,3333,AN,9999-12-31,1982,E
4249,2683,CO,2022-06-10,12230,T
4250,3161,AN,9999-12-31,8896,T
4251,2289,AN,9999-12-31,19189,T
4252,2836,AN,9999-12-31,39106,T
4253,2304,CO,2022-01-08,71166,T
4254,2914,CO,2021-05-28,26038,E
4255,447,CO,2021-03-11,96904,T
4256,2260,CO,2021-07-14,20639,T
4257,2932,CO,2020-12-24,89763,E
4258,3601,CO,2021-01-08,60713,E
4259,2206,CO,2022-03-04,98722,T
4260,3800,CO,2020-11-14,83803,T
4261,3511,CO,2021-09-02,43644,E
4262,2602,CO,2022-01-30,40996,E
4263,3938,CO,2021-09-19,13353,E
4264,1703,CO,2021-05-31,75748,T
4265,3479,CO,2021-08-05,58786,T
4266,3431,AN,9999-12-31,71426,T
4267,1672,AN,9999-12-31,72535,T
4268,198,CO,2021-06-18,52440,T
4269,3291,AN,9999-12-31,93781,T
4270,1967,CO,2020-11-11,15636,E
4271,3155,CO,2021-03-21,54661,T
4272,534,CO,2020-12-05,15269,T
4273,154,CO,2021-09-05,77369,E
4274,1166,CO,2022-01-06,10120,E
4275,3001,AN,9999-12-31,92965,T
4276,230,AN,9999-12-31,85676,E
4277,3127,CO,2021-10-20,22991,E
4278,413,AN,9999-12-31,92396,E
4279,2667,AN,9999-12-31,621,E
4280,1755,CO,2022-06-20,38896,E
4281,1976,CO,2021-12-31,71611,E
4282,3707,CO,2021-10-10,30802,E
4283,392,AN,9999-12-31,58909,E
4284,1652,CO,2022-01-05,96966,E
4285,2314,AN,9999-12-31,26239,T
4286,1428,CO,2020-11-12,47975,T
4287,1415,CO,2021-01-12,87992,T
4288,128,AN,9999-12-31,68190,T
4289,1520,CO,2021-03-14,34254,E
4290,70,AN,9999-12-31,68229,T
4291,2232,AN,9999-12-31,38700,T
4292,3193,AN,9999-12-31,41030,E
4293,528,AN,9999-12-31,35241,E
4294,2903,AN,9999-12-31,84881,E
4295,3610,AN,9999-12-31,10097,E
4296,1124,CO,2020-11-12,26334,T
4297,3162,AN,9999-12-31,22898,T
4298,1093,CO,2021-07-13,93824,T
4299,550,AN,9999-12-31,84741,E
4300,2573,CO,2021-02-18,76834,T
4301,2989,AN,9999-12-31,8506,T
4302,1405,AN,9999-12-31,72894,T
4303,2170,AN,9999-12-31,89658,E
4304,3542,AN,9999-12-31,20236,E
4305,374,CO,2021-12-16,23989,E
4306,523,CO,2022-01-09,89332,T
4307,748,AN,9999-12-31,20974,T
4308,213,AN,9999-12-31,92402,T
4309,668,CO,2021-03-13,24983,T
4310,119,AN,9999-12-31,92451,E
4311,3380,AN,9999-12-31,17881,T
4312,3444,AN,9999-12-31,67694,E
4313,3880,AN,9999-12-31,10933,E
4314,1314,AN,9999-12-31,3733,E
4315,200,CO,2021-03-30,74505,E
4316,1580,AN,9999-12-31,39346,T
4317,422,AN,9999-12-31,89181,T
4318,3595,AN,9999-12-31,69761,T
4319,346,AN,9999-12-31,1470,E
4320,588,AN,9999-12-31,57257,E
4321,3525,CO,2022-04-06,85463,E
4322,3948,AN,9999-12-31,1692,E
4323,1320,AN,9999-12-31,16387,T
4324,3822,AN,9999-12-31,67739,E
4325,1049,AN,9999-12-31,69302,T
4326,2562,AN,9999-12-31,43941,E
4327,1560,CO,2020-12-13,67749,T
4328,3457,AN,9999-12-31,29576,E
4329,2434,CO,2021-11-09,51858,T
4330,1469,CO,2021-08-15,3135,T
4331,2556,CO,2020-11-15,23800,E
4332,2248,AN,9999-12-31,35030,T
4333,2628,AN,9999-12-31,95821,E
4334,3994,AN,9999-12-31,22103,E
4335,3032,AN,9999-12-31,81925,E
4336,3332,AN,9999-12-31,82619,E
4337,1342,AN,9999-12-31,96521,E
4338,1743,AN,9999-12-31,35415,T
4339,1661,AN,9999-12-31,79542,E
