numpoliza,pol_estado,fecha_efecto,fecha_sol,fecha_vencimiento,forma_pago,fecha_baja,causa_baja,fecha_suspension,causa_suspen
1771,PV,2021-10-01,2021-09-30,2026-05-03,S,9999-12-31, ,9999-12-31, 
1772,PA,2021-06-08,2021-06-07,2025-09-11,S,2022-03-18,TR,9999-12-31, 
1773,PA,2022-05-26,2022-05-25,2029-10-29,A,2022-06-12,FP,9999-12-31, 
1774,PA,2021-07-12,2021-07-11,2028-04-01,U,2021-08-15,TR,9999-12-31, 
1775,PA,2021-09-25,2021-09-24,2025-07-16,T,2022-01-29,CL,9999-12-31, 
1776,PA,2021-09-17,2021-09-16,2023-09-08,T,2021-12-28,CL,9999-12-31, 
1777,PA,2021-03-01,2021-02-28,2027-02-13,U,2021-10-29,FA,9999-12-31, 
1778,PS,2020-12-28,2020-12-27,2023-05-08,U,9999-12-31, ,2022-02-07,CL
1779,PV,2020-12-13,2020-12-12,2024-04-11,T,9999-12-31, ,9999-12-31, 
1780,PA,2021-07-24,2021-07-23,2022-09-18,A,2022-02-04,CL,9999-12-31, 
1781,PA,2021-03-14,2021-03-13,2029-03-09,U,2021-07-31,CL,9999-12-31, 
1782,PV,2022-06-16,2022-06-15,2029-12-28,A,9999-12-31, ,9999-12-31, 
1783,PS,2021-02-10,2021-02-09,2022-04-10,A,9999-12-31, ,2021-06-14,FP
1784,PS,2021-05-30,2021-05-29,2022-10-14,T,9999-12-31, ,2022-01-04,CL
1785,PA,2021-11-09,2021-11-08,2025-10-17,S,2022-04-08,CL,9999-12-31, 
1786,PV,2021-08-04,2021-08-03,2029-12-09,S,9999-12-31, ,9999-12-31, 
1787,PV,2022-03-25,2022-03-24,2029-09-25,T,9999-12-31, ,9999-12-31, 
1788,PS,2021-03-03,2021-03-02,2026-07-17,U,9999-12-31, ,2021-08-02,CL
1789,PS,2022-06-05,2022-06-04,2025-05-05,M,9999-12-31, ,2022-06-09,FP
1790,PA,2022-01-24,2022-01-23,2026-07-02,S,2022-04-28,TR,9999-12-31, 
1791,PV,2021-08-15,2021-08-14,2022-11-17,M,9999-12-31, ,9999-12-31, 
1792,PS,2021-05-29,2021-05-28,2023-01-22,M,9999-12-31, ,2022-06-19,CL
1793,PS,2021-03-22,2021-03-21,2026-06-12,S,9999-12-31, ,2022-02-22,CL
1794,PA,2020-12-22,2020-12-21,2024-08-01,S,2021-04-19,TR,9999-12-31, 
1795,PA,2022-05-03,2022-05-02,2027-01-16,A,2022-05-16,FP,9999-12-31, 
1796,PA,2021-04-18,2021-04-17,2023-10-24,A,2021-09-22,TR,9999-12-31, 
1797,PA,2021-12-27,2021-12-26,2023-04-17,S,2022-02-15,CL,9999-12-31, 
1798,PA,2021-10-03,2021-10-02,2026-11-27,S,2021-10-04,FA,9999-12-31, 
1799,PS,2021-04-22,2021-04-21,2030-07-03,T,9999-12-31, ,2022-04-04,FP
1800,PA,2021-06-10,2021-06-09,2021-12-08,T,2021-10-30,CL,9999-12-31, 
1801,PS,2021-10-01,2021-09-30,2025-06-11,S,9999-12-31, ,2022-04-23,CL
1802,PS,2022-04-11,2022-04-10,2023-01-19,S,9999-12-31, ,2022-06-11,CL
1803,PV,2021-12-10,2021-12-09,2022-08-17,M,9999-12-31, ,9999-12-31, 
1804,PV,2021-12-12,2021-12-11,2021-12-26,A,9999-12-31, ,9999-12-31, 
1805,PS,2021-09-20,2021-09-19,2025-04-10,M,9999-12-31, ,2021-12-25,CL
1806,PS,2020-12-30,2020-12-29,2024-12-03,M,9999-12-31, ,2022-06-08,FP
1807,PS,2021-06-16,2021-06-15,2028-01-16,A,9999-12-31, ,2022-07-05,CL
1808,PV,2021-02-27,2021-02-26,2027-01-06,U,9999-12-31, ,9999-12-31, 
1809,PA,2022-04-20,2022-04-19,2028-03-07,S,2022-04-23,FP,9999-12-31, 
1810,PA,2021-06-22,2021-06-21,2022-02-21,M,2022-01-03,FP,9999-12-31, 
1811,PS,2021-03-16,2021-03-15,2023-03-14,S,9999-12-31, ,2021-12-20,FP
1812,PA,2021-10-17,2021-10-16,2028-05-31,U,2022-07-01,CL,9999-12-31, 
1813,PV,2022-03-16,2022-03-15,2024-03-30,U,9999-12-31, ,9999-12-31, 
1814,PV,2022-01-22,2022-01-21,2023-09-25,A,9999-12-31, ,9999-12-31, 
1815,PA,2021-04-25,2021-04-24,2030-04-26,T,2021-08-01,TR,9999-12-31, 
1816,PV,2022-02-08,2022-02-07,2024-04-16,M,9999-12-31, ,9999-12-31, 
1817,PV,2021-11-03,2021-11-02,2029-11-29,U,9999-12-31, ,9999-12-31, 
1818,PA,2022-05-17,2022-05-16,2022-09-27,U,2022-06-20,FP,9999-12-31, 
1819,PA,2022-02-23,2022-02-22,2029-02-08,A,2022-05-03,FP,9999-12-31, 
1820,PA,2021-12-15,2021-12-14,2025-07-26,M,2022-03-18,FP,9999-12-31, 
1821,PA,2021-05-24,2021-05-23,2030-05-22,A,2021-12-03,CL,9999-12-31, 
1822,PS,2021-05-26,2021-05-25,2026-04-24,S,9999-12-31, ,2021-08-17,CL
1823,PV,2021-12-08,2021-12-07,2025-11-08,A,9999-12-31, ,9999-12-31, 
1824,PV,2022-01-14,2022-01-13,2027-06-06,S,9999-12-31, ,9999-12-31, 
1825,PS,2021-04-27,2021-04-26,2025-04-13,S,9999-12-31, ,2022-01-16,FP
1826,PS,2022-02-21,2022-02-20,2028-05-02,T,9999-12-31, ,2022-06-30,CL
1827,PS,2022-03-18,2022-03-17,2026-02-06,S,9999-12-31, ,2022-04-02,FP
1828,PV,2021-04-20,2021-04-19,2025-01-16,U,9999-12-31, ,9999-12-31, 
1829,PV,2022-04-29,2022-04-28,2026-09-09,A,9999-12-31, ,9999-12-31, 
1830,PV,2021-06-18,2021-06-17,2024-04-20,T,9999-12-31, ,9999-12-31, 
1831,PA,2021-04-06,2021-04-05,2025-09-17,M,2022-03-21,FA,9999-12-31, 
1832,PS,2022-02-19,2022-02-18,2027-08-02,M,9999-12-31, ,2022-03-29,FP
1833,PA,2022-01-22,2022-01-21,2030-03-08,S,2022-05-29,TR,9999-12-31, 
1834,PS,2021-06-19,2021-06-18,2022-05-08,S,9999-12-31, ,2021-10-28,FP
1835,PV,2021-05-09,2021-05-08,2026-01-26,A,9999-12-31, ,9999-12-31, 
1836,PV,2021-08-09,2021-08-08,2022-12-10,U,9999-12-31, ,9999-12-31, 
1837,PS,2021-08-21,2021-08-20,2024-05-13,M,9999-12-31, ,2021-11-01,FP
1838,PV,2021-06-13,2021-06-12,2028-05-14,S,9999-12-31, ,9999-12-31, 
1839,PV,2020-10-15,2020-10-14,2029-08-31,U,9999-12-31, ,9999-12-31, 
1840,PV,2020-11-22,2020-11-21,2022-04-11,T,9999-12-31, ,9999-12-31, 
1841,PV,2020-12-05,2020-12-04,2027-02-24,U,9999-12-31, ,9999-12-31, 
1842,PV,2021-11-30,2021-11-29,2022-02-24,A,9999-12-31, ,9999-12-31, 
1843,PV,2021-12-15,2021-12-14,2024-07-13,A,9999-12-31, ,9999-12-31, 
1844,PS,2021-12-21,2021-12-20,2030-01-24,A,9999-12-31, ,2022-03-30,CL
1845,PA,2021-07-03,2021-07-02,2028-02-29,A,2022-03-24,FA,9999-12-31, 
1846,PA,2021-10-17,2021-10-16,2025-06-11,S,2022-07-04,FA,9999-12-31, 
1847,PS,2021-07-22,2021-07-21,2023-04-19,T,9999-12-31, ,2022-04-23,FP
1848,PV,2020-11-10,2020-11-09,2025-05-26,T,9999-12-31, ,9999-12-31, 
1849,PV,2022-02-22,2022-02-21,2025-12-13,U,9999-12-31, ,9999-12-31, 
1850,PS,2021-05-31,2021-05-30,2029-08-13,S,9999-12-31, ,2021-09-24,CL
1851,PA,2022-06-13,2022-06-12,2030-04-07,S,2022-06-24,FP,9999-12-31, 
1852,PS,2021-07-03,2021-07-02,2026-12-06,T,9999-12-31, ,2021-10-13,CL
1853,PV,2021-05-23,2021-05-22,2029-08-28,T,9999-12-31, ,9999-12-31, 
1854,PS,2021-06-08,2021-06-07,2026-12-19,A,9999-12-31, ,2021-07-08,CL
1855,PV,2022-02-24,2022-02-23,2026-10-25,A,9999-12-31, ,9999-12-31, 
1856,PV,2021-07-19,2021-07-18,2021-08-29,T,9999-12-31, ,9999-12-31, 
1857,PV,2020-11-27,2020-11-26,2022-05-05,S,9999-12-31, ,9999-12-31, 
1858,PA,2021-11-20,2021-11-19,2023-03-25,T,2021-12-22,FA,9999-12-31, 
1859,PS,2022-04-01,2022-03-31,2024-04-27,M,9999-12-31, ,2022-06-12,CL
1860,PA,2021-03-11,2021-03-10,2026-06-19,S,2022-01-26,FP,9999-12-31, 
1861,PV,2022-05-17,2022-05-16,2023-01-25,A,9999-12-31, ,9999-12-31, 
1862,PV,2020-10-29,2020-10-28,2025-04-26,T,9999-12-31, ,9999-12-31, 
1863,PS,2021-04-14,2021-04-13,2025-02-28,S,9999-12-31, ,2022-01-18,CL
1864,PS,2021-12-12,2021-12-11,2024-07-16,M,9999-12-31, ,2022-04-16,FP
1865,PV,2021-10-02,2021-10-01,2024-09-19,M,9999-12-31, ,9999-12-31, 
1866,PA,2021-12-14,2021-12-13,2022-06-03,S,2021-12-29,FA,9999-12-31, 
1867,PA,2022-06-17,2022-06-16,2026-01-24,T,2022-07-04,FA,9999-12-31, 
1868,PV,2021-03-29,2021-03-28,2028-04-07,U,9999-12-31, ,9999-12-31, 
1869,PS,2021-07-12,2021-07-11,2026-02-20,S,9999-12-31, ,2021-12-01,FP
1870,PV,2022-03-18,2022-03-17,2029-04-02,U,9999-12-31, ,9999-12-31, 
1871,PV,2021-04-02,2021-04-01,2029-07-20,T,9999-12-31, ,9999-12-31, 
1872,PV,2022-03-30,2022-03-29,2023-08-04,M,9999-12-31, ,9999-12-31, 
1873,PV,2022-04-03,2022-04-02,2028-08-12,T,9999-12-31, ,9999-12-31, 
1874,PV,2021-10-18,2021-10-17,2027-12-29,S,9999-12-31, ,9999-12-31, 
1875,PS,2020-11-06,2020-11-05,2021-03-20,T,9999-12-31, ,2022-03-26,CL
1876,PS,2021-07-31,2021-07-30,2025-05-22,M,9999-12-31, ,2022-02-27,CL
1877,PA,2021-01-29,2021-01-28,2024-09-20,U,2021-07-17,FA,9999-12-31, 
1878,PA,2020-10-23,2020-10-22,2021-08-01,T,2020-10-29,FP,9999-12-31, 
1879,PS,2021-11-17,2021-11-16,2024-11-07,S,9999-12-31, ,2022-05-16,FP
1880,PA,2020-12-02,2020-12-01,2022-04-05,T,2021-08-09,TR,9999-12-31, 
1881,PS,2022-06-11,2022-06-10,2026-04-24,U,9999-12-31, ,2022-06-26,CL
1882,PS,2021-01-18,2021-01-17,2022-12-21,M,9999-12-31, ,2022-04-18,CL
1883,PA,2021-08-21,2021-08-20,2024-04-28,S,2021-11-20,TR,9999-12-31, 
1884,PA,2021-07-12,2021-07-11,2023-01-11,T,2021-12-09,FP,9999-12-31, 
1885,PV,2021-02-16,2021-02-15,2030-02-18,S,9999-12-31, ,9999-12-31, 
1886,PS,2021-07-14,2021-07-13,2027-03-07,A,9999-12-31, ,2022-05-11,FP
1887,PA,2021-10-09,2021-10-08,2025-01-24,S,2022-07-01,FP,9999-12-31, 
1888,PA,2021-09-30,2021-09-29,2023-05-02,S,2021-10-22,FA,9999-12-31, 
1889,PA,2021-11-27,2021-11-26,2024-02-25,S,2022-01-25,FA,9999-12-31, 
1890,PA,2021-12-04,2021-12-03,2023-03-31,A,2021-12-26,FP,9999-12-31, 
1891,PV,2020-12-31,2020-12-30,2026-04-20,S,9999-12-31, ,9999-12-31, 
1892,PV,2022-06-20,2022-06-19,2029-09-04,U,9999-12-31, ,9999-12-31, 
1893,PA,2021-12-02,2021-12-01,2029-04-18,T,2022-04-12,CL,9999-12-31, 
1894,PV,2020-11-19,2020-11-18,2026-03-05,S,9999-12-31, ,9999-12-31, 
1895,PA,2021-02-21,2021-02-20,2028-03-14,T,2021-07-25,CL,9999-12-31, 
1896,PV,2022-03-17,2022-03-16,2027-09-05,S,9999-12-31, ,9999-12-31, 
1897,PS,2021-08-27,2021-08-26,2024-12-31,S,9999-12-31, ,2022-03-20,FP
1898,PS,2021-12-26,2021-12-25,2030-05-25,U,9999-12-31, ,2022-01-23,FP
1899,PV,2021-05-01,2021-04-30,2021-10-20,A,9999-12-31, ,9999-12-31, 
1900,PS,2022-01-10,2022-01-09,2025-11-06,S,9999-12-31, ,2022-06-01,FP
1901,PA,2021-01-03,2021-01-02,2023-01-06,M,2021-07-15,FA,9999-12-31, 
1902,PS,2022-02-15,2022-02-14,2029-01-29,A,9999-12-31, ,2022-03-31,CL
1903,PV,2021-05-04,2021-05-03,2024-05-18,M,9999-12-31, ,9999-12-31, 
1904,PA,2022-03-31,2022-03-30,2027-10-31,A,2022-06-21,TR,9999-12-31, 
1905,PV,2021-11-23,2021-11-22,2027-07-07,S,9999-12-31, ,9999-12-31, 
1906,PS,2021-03-04,2021-03-03,2028-08-21,S,9999-12-31, ,2022-05-23,FP
1907,PA,2021-05-12,2021-05-11,2027-06-03,M,2022-06-28,FP,9999-12-31, 
1908,PV,2022-03-20,2022-03-19,2026-04-17,M,9999-12-31, ,9999-12-31, 
1909,PV,2021-03-01,2021-02-28,2021-05-17,A,9999-12-31, ,9999-12-31, 
1910,PA,2021-09-19,2021-09-18,2030-05-21,A,2022-06-08,TR,9999-12-31, 
1911,PS,2020-10-20,2020-10-19,2021-08-31,S,9999-12-31, ,2021-11-18,FP
1912,PS,2022-05-02,2022-05-01,2025-04-07,T,9999-12-31, ,2022-06-21,FP
1913,PA,2022-07-01,2022-06-30,2026-02-01,M,2022-07-03,CL,9999-12-31, 
1914,PV,2022-03-14,2022-03-13,2022-09-22,S,9999-12-31, ,9999-12-31, 
1915,PA,2022-03-27,2022-03-26,2028-01-17,A,2022-06-19,FA,9999-12-31, 
1916,PV,2021-02-01,2021-01-31,2029-09-26,A,9999-12-31, ,9999-12-31, 
1917,PV,2021-05-06,2021-05-05,2028-10-01,A,9999-12-31, ,9999-12-31, 
1918,PA,2022-04-23,2022-04-22,2022-11-10,U,2022-05-16,FP,9999-12-31, 
1919,PA,2021-02-21,2021-02-20,2024-03-30,A,2021-11-07,TR,9999-12-31, 
1920,PS,2022-02-19,2022-02-18,2022-03-11,U,9999-12-31, ,2022-03-23,CL
1921,PS,2022-02-09,2022-02-08,2024-04-13,S,9999-12-31, ,2022-06-16,FP
1922,PS,2021-06-03,2021-06-02,2030-05-11,T,9999-12-31, ,2022-02-26,FP
1923,PV,2020-10-18,2020-10-17,2024-04-25,U,9999-12-31, ,9999-12-31, 
1924,PV,2021-08-28,2021-08-27,2022-05-13,S,9999-12-31, ,9999-12-31, 
1925,PA,2021-12-22,2021-12-21,2026-12-01,A,2022-05-20,FP,9999-12-31, 
1926,PA,2021-02-16,2021-02-15,2027-09-20,T,2022-06-13,FA,9999-12-31, 
1927,PA,2020-10-18,2020-10-17,2028-11-27,S,2022-05-16,FP,9999-12-31, 
1928,PA,2022-05-03,2022-05-02,2022-12-19,T,2022-06-16,FA,9999-12-31, 
1929,PS,2021-03-18,2021-03-17,2029-11-04,U,9999-12-31, ,2022-02-12,CL
1930,PV,2021-05-27,2021-05-26,2022-09-15,M,9999-12-31, ,9999-12-31, 
1931,PV,2021-11-29,2021-11-28,2023-07-12,T,9999-12-31, ,9999-12-31, 
1932,PV,2021-09-09,2021-09-08,2027-10-27,A,9999-12-31, ,9999-12-31, 
1933,PA,2021-07-12,2021-07-11,2026-06-20,U,2021-12-12,FA,9999-12-31, 
1934,PV,2021-02-19,2021-02-18,2026-01-09,A,9999-12-31, ,9999-12-31, 
1935,PV,2021-02-21,2021-02-20,2029-02-01,S,9999-12-31, ,9999-12-31, 
1936,PA,2020-11-07,2020-11-06,2030-02-11,S,2020-11-13,FA,9999-12-31, 
1937,PV,2021-08-22,2021-08-21,2027-01-25,T,9999-12-31, ,9999-12-31, 
1938,PS,2021-08-28,2021-08-27,2024-08-18,S,9999-12-31, ,2022-02-01,FP
1939,PA,2021-11-12,2021-11-11,2027-08-11,M,2022-03-11,FP,9999-12-31, 
1940,PV,2021-01-17,2021-01-16,2024-02-23,S,9999-12-31, ,9999-12-31, 
1941,PS,2021-10-09,2021-10-08,2024-09-27,T,9999-12-31, ,2022-05-28,CL
1942,PV,2022-01-10,2022-01-09,2029-08-08,S,9999-12-31, ,9999-12-31, 
1943,PS,2020-10-26,2020-10-25,2022-12-22,M,9999-12-31, ,2022-01-05,FP
1944,PA,2021-12-08,2021-12-07,2027-07-09,T,2022-04-28,FP,9999-12-31, 
1945,PA,2021-06-21,2021-06-20,2024-09-02,A,2022-01-11,CL,9999-12-31, 
1946,PV,2020-11-22,2020-11-21,2027-01-29,U,9999-12-31, ,9999-12-31, 
1947,PV,2021-04-30,2021-04-29,2027-03-26,M,9999-12-31, ,9999-12-31, 
1948,PS,2022-05-09,2022-05-08,2030-01-18,M,9999-12-31, ,2022-05-14,CL
1949,PV,2021-08-18,2021-08-17,2026-06-16,S,9999-12-31, ,9999-12-31, 
1950,PS,2021-09-08,2021-09-07,2030-03-10,M,9999-12-31, ,2022-03-24,CL
1951,PS,2021-10-11,2021-10-10,2026-02-02,M,9999-12-31, ,2021-12-05,FP
1952,PA,2021-03-16,2021-03-15,2028-01-28,T,2021-06-04,CL,9999-12-31, 
1953,PA,2022-07-05,2022-07-04,2024-02-09,A,2022-07-05,TR,9999-12-31, 
1954,PA,2021-11-18,2021-11-17,2028-04-04,U,2022-05-04,FP,9999-12-31, 
1955,PV,2020-11-01,2020-10-31,2026-05-27,M,9999-12-31, ,9999-12-31, 
1956,PA,2022-03-07,2022-03-06,2024-11-27,M,2022-04-24,FA,9999-12-31, 
1957,PS,2022-06-21,2022-06-20,2025-01-13,M,9999-12-31, ,2022-06-27,FP
1958,PS,2021-04-17,2021-04-16,2023-02-26,S,9999-12-31, ,2022-05-07,FP
1959,PA,2021-08-23,2021-08-22,2023-01-23,M,2022-02-01,FP,9999-12-31, 
1960,PS,2021-03-19,2021-03-18,2021-11-22,M,9999-12-31, ,2021-08-14,CL
1961,PA,2021-09-10,2021-09-09,2029-03-30,M,2021-11-06,FA,9999-12-31, 
1962,PA,2021-07-01,2021-06-30,2022-02-08,S,2021-12-09,TR,9999-12-31, 
1963,PV,2021-12-18,2021-12-17,2024-09-30,A,9999-12-31, ,9999-12-31, 
1964,PA,2021-10-27,2021-10-26,2027-11-15,U,2021-12-13,CL,9999-12-31, 
1965,PS,2022-01-16,2022-01-15,2026-03-28,T,9999-12-31, ,2022-06-18,FP
1966,PS,2021-10-19,2021-10-18,2024-07-11,T,9999-12-31, ,2022-01-26,CL
1967,PA,2021-03-26,2021-03-25,2023-11-22,M,2021-05-05,FP,9999-12-31, 
1968,PV,2021-06-28,2021-06-27,2022-06-09,U,9999-12-31, ,9999-12-31, 
1969,PV,2021-06-09,2021-06-08,2022-03-11,M,9999-12-31, ,9999-12-31, 
1970,PA,2021-07-06,2021-07-05,2027-03-29,T,2022-05-11,FP,9999-12-31, 
1971,PA,2021-05-23,2021-05-22,2022-04-20,T,2022-06-19,FP,9999-12-31, 
1972,PA,2022-03-13,2022-03-12,2024-02-15,T,2022-06-09,FP,9999-12-31, 
1973,PV,2020-12-11,2020-12-10,2026-11-16,A,9999-12-31, ,9999-12-31, 
1974,PS,2020-12-22,2020-12-21,2025-06-26,S,9999-12-31, ,2021-02-01,CL
1975,PS,2021-11-06,2021-11-05,2028-03-03,M,9999-12-31, ,2022-02-20,CL
1976,PA,2022-02-28,2022-02-27,2023-08-22,T,2022-06-09,FA,9999-12-31, 
1977,PV,2020-12-24,2020-12-23,2027-01-01,T,9999-12-31, ,9999-12-31, 
1978,PS,2020-11-20,2020-11-19,2022-11-03,M,9999-12-31, ,2021-02-19,CL
1979,PS,2022-06-03,2022-06-02,2025-09-08,M,9999-12-31, ,2022-06-11,FP
1980,PS,2021-01-25,2021-01-24,2021-06-30,T,9999-12-31, ,2022-01-31,CL
1981,PA,2021-02-01,2021-01-31,2024-07-11,U,2022-05-11,TR,9999-12-31, 
1982,PA,2021-01-19,2021-01-18,2028-07-27,S,2022-06-08,FA,9999-12-31, 
1983,PV,2021-11-27,2021-11-26,2024-10-24,T,9999-12-31, ,9999-12-31, 
1984,PS,2021-04-08,2021-04-07,2021-12-02,A,9999-12-31, ,2021-09-22,CL
1985,PV,2022-05-25,2022-05-24,2030-01-19,M,9999-12-31, ,9999-12-31, 
1986,PS,2020-11-08,2020-11-07,2027-05-21,T,9999-12-31, ,2021-05-03,FP
1987,PS,2021-12-18,2021-12-17,2027-07-05,A,9999-12-31, ,2022-04-10,FP
1988,PA,2022-01-02,2022-01-01,2028-07-12,U,2022-05-13,TR,9999-12-31, 
1989,PA,2022-04-15,2022-04-14,2027-03-03,T,2022-04-27,FA,9999-12-31, 
1990,PV,2022-01-05,2022-01-04,2022-07-26,U,9999-12-31, ,9999-12-31, 
1991,PV,2022-04-26,2022-04-25,2027-04-15,U,9999-12-31, ,9999-12-31, 
1992,PV,2021-12-02,2021-12-01,2023-08-07,A,9999-12-31, ,9999-12-31, 
1993,PA,2022-06-03,2022-06-02,2023-01-12,M,2022-06-18,TR,9999-12-31, 
1994,PS,2020-11-16,2020-11-15,2021-12-05,S,9999-12-31, ,2021-12-08,FP
1995,PA,2021-11-12,2021-11-11,2023-03-20,U,2022-07-03,TR,9999-12-31, 
1996,PV,2021-12-24,2021-12-23,2030-02-15,U,9999-12-31, ,9999-12-31, 
1997,PS,2021-10-15,2021-10-14,2028-11-30,A,9999-12-31, ,2022-01-07,CL
1998,PA,2020-10-17,2020-10-16,2025-06-19,T,2021-07-31,CL,9999-12-31, 
1999,PV,2022-06-14,2022-06-13,2028-10-11,A,9999-12-31, ,9999-12-31, 
