idsiniestro,idpoliza,fecha_ocurs,fecha_apertura,fecha_cierre,tipo_siniestro,estado 
2391,1823,2020-12-10,2022-03-11,9999-12-31,IN,AB
2392,1825,2021-04-07,2021-10-26,9999-12-31,RE,AB
2393,743,2021-02-23,2021-06-04,9999-12-31,RE,AB
2394,1975,2021-02-26,2022-05-04,9999-12-31,IN,AB
2395,510,2021-12-27,2021-08-26,9999-12-31,IN,AB
2396,609,2022-02-09,2021-05-06,9999-12-31,RE,AB
2397,1682,2021-09-08,2021-06-16,9999-12-31,IN,AB
2398,1050,2021-04-13,2021-02-01,2022-07-05,IN,CE
2399,1061,2020-11-11,2021-04-26,2022-06-04,IN,CE
2400,1497,2022-04-29,2021-12-17,9999-12-31,FA,AB
2401,1472,2021-01-05,2022-04-10,9999-12-31,RE,AB
2402,103,2022-01-27,2022-06-04,2022-07-02,IN,CE
2403,1063,2022-02-11,2021-02-07,9999-12-31,RE,AB
2404,1279,2021-09-03,2021-08-27,2022-06-09,IN,CE
2405,171,2022-01-14,2021-04-13,2022-06-18,IN,CE
2406,822,2022-05-01,2021-12-12,9999-12-31,IN,AB
2407,649,2021-06-27,2020-10-21,9999-12-31,RE,AB
2408,1306,2021-10-23,2022-04-07,9999-12-31,RE,AB
2409,1089,2022-01-24,2020-12-30,9999-12-31,RE,AB
2410,846,2021-09-01,2021-12-18,9999-12-31,IN,AB
2411,117,2022-02-22,2020-11-30,9999-12-31,IN,AB
2412,618,2021-09-09,2021-05-05,2022-03-22,FA,CE
2413,244,2022-03-04,2021-03-10,2021-12-30,IN,CE
2414,1336,2020-12-31,2022-06-23,9999-12-31,RE,AB
2415,910,2021-06-18,2022-02-28,9999-12-31,FA,AB
2416,1376,2021-02-18,2021-02-25,2022-03-13,RE,CE
2417,517,2022-06-26,2021-01-23,9999-12-31,FA,AB
2418,1185,2020-12-15,2022-03-26,2022-07-05,RE,CE
2419,1313,2021-07-19,2022-02-07,2022-06-13,IN,CE
2420,201,2022-06-14,2021-11-14,2022-03-22,RE,CE
2421,1128,2021-02-18,2022-05-27,9999-12-31,RE,AB
2422,335,2021-10-28,2021-06-21,9999-12-31,IN,AB
2423,437,2020-10-20,2022-03-06,9999-12-31,FA,AB
2424,1854,2021-04-29,2021-05-05,9999-12-31,FA,AB
2425,1022,2022-04-14,2022-04-04,2022-05-05,RE,CE
2426,1210,2021-01-06,2021-08-08,9999-12-31,RE,AB
2427,300,2021-01-27,2021-12-18,9999-12-31,RE,AB
2428,355,2021-02-12,2022-03-08,9999-12-31,RE,AB
2429,1510,2021-09-05,2021-12-15,9999-12-31,RE,AB
2430,775,2020-11-01,2021-05-05,2022-03-11,IN,CE
2431,972,2021-04-29,2020-10-21,9999-12-31,FA,AB
2432,121,2022-02-03,2022-03-03,9999-12-31,RE,AB
2433,433,2021-09-25,2021-05-11,2022-05-27,RE,CE
2434,1573,2021-04-30,2022-04-27,9999-12-31,FA,AB
2435,852,2020-12-03,2022-01-05,9999-12-31,FA,AB
2436,1054,2021-02-03,2020-11-10,9999-12-31,IN,AB
2437,318,2021-04-01,2020-10-14,9999-12-31,IN,AB
2438,646,2022-06-27,2021-02-13,2021-08-11,RE,CE
2439,76,2022-05-18,2021-12-19,2022-04-22,FA,CE
2440,1752,2021-06-14,2022-01-03,2022-02-01,IN,CE
2441,1692,2022-02-13,2021-01-25,9999-12-31,FA,AB
2442,1317,2021-07-25,2021-05-26,9999-12-31,RE,AB
2443,207,2022-06-06,2021-05-03,2022-06-02,RE,CE
2444,787,2022-02-14,2020-12-17,2022-01-01,IN,CE
2445,1331,2022-06-06,2022-01-17,2022-02-18,FA,CE
2446,408,2021-03-13,2022-05-13,9999-12-31,RE,AB
2447,314,2021-06-05,2022-01-21,9999-12-31,FA,AB
2448,1979,2021-02-23,2021-02-04,2022-03-02,IN,CE
2449,665,2021-04-19,2021-06-26,9999-12-31,FA,AB
2450,323,2022-04-02,2022-04-22,9999-12-31,IN,AB
2451,947,2021-09-05,2022-05-15,2022-06-17,RE,CE
2452,1112,2021-04-17,2022-03-22,2022-06-28,IN,CE
2453,1947,2021-03-01,2021-04-18,2021-11-17,IN,CE
2454,1875,2020-10-15,2021-06-13,9999-12-31,FA,AB
2455,1133,2020-12-26,2021-08-05,9999-12-31,RE,AB
2456,1389,2021-06-22,2022-03-28,2022-05-14,IN,CE
2457,1678,2022-02-17,2020-12-30,2022-03-28,FA,CE
2458,1093,2021-12-03,2021-07-31,9999-12-31,FA,AB
2459,518,2021-04-04,2021-09-25,2022-06-17,IN,CE
2460,1440,2021-01-18,2022-04-23,2022-06-17,RE,CE
2461,1768,2022-02-16,2021-10-19,2022-06-23,RE,CE
2462,256,2022-05-10,2021-01-24,2022-03-26,IN,CE
2463,1420,2021-01-24,2021-03-26,2022-03-17,FA,CE
2464,499,2022-05-22,2020-12-08,9999-12-31,FA,AB
2465,1261,2020-12-12,2022-04-09,9999-12-31,RE,AB
2466,1672,2021-03-21,2020-11-13,2021-10-18,FA,CE
2467,1498,2021-11-09,2021-10-28,9999-12-31,RE,AB
2468,674,2020-12-05,2021-02-01,2021-02-27,FA,CE
2469,946,2020-12-27,2022-03-02,9999-12-31,IN,AB
2470,1916,2022-03-05,2021-07-06,2021-10-07,RE,CE
2471,817,2021-04-03,2022-07-01,2022-07-03,RE,CE
2472,765,2021-11-12,2021-11-17,2022-05-30,FA,CE
2473,659,2021-07-23,2021-10-28,2022-04-20,IN,CE
2474,789,2022-02-28,2021-04-12,2022-02-28,IN,CE
2475,1967,2020-10-17,2021-09-28,9999-12-31,IN,AB
2476,313,2021-03-30,2020-10-22,9999-12-31,IN,AB
2477,540,2021-11-19,2021-11-13,9999-12-31,IN,AB
2478,1510,2021-07-07,2021-07-07,9999-12-31,IN,AB
2479,682,2021-07-30,2022-04-01,9999-12-31,RE,AB
2480,809,2021-10-21,2021-10-27,2021-11-06,FA,CE
2481,826,2022-02-12,2021-04-05,9999-12-31,FA,AB
2482,1102,2022-02-26,2021-03-07,9999-12-31,FA,AB
2483,864,2021-09-21,2021-07-19,2021-08-17,IN,CE
2484,273,2022-05-15,2021-10-26,9999-12-31,IN,AB
2485,1349,2021-03-10,2021-10-14,9999-12-31,IN,AB
2486,863,2021-06-15,2021-07-27,2022-01-20,IN,CE
2487,171,2020-12-13,2021-06-06,9999-12-31,FA,AB
2488,529,2020-11-05,2021-04-23,9999-12-31,FA,AB
2489,1995,2021-01-30,2020-10-20,2022-04-18,FA,CE
2490,1170,2021-07-21,2021-09-23,9999-12-31,FA,AB
2491,907,2021-11-02,2021-09-18,2022-03-30,RE,CE
2492,1888,2022-05-09,2021-05-13,2021-10-24,IN,CE
2493,374,2022-01-15,2020-11-12,2021-09-11,IN,CE
2494,843,2021-07-10,2022-03-20,2022-07-02,FA,CE
2495,983,2022-04-05,2021-10-05,9999-12-31,IN,AB
2496,1749,2021-11-18,2021-08-20,9999-12-31,IN,AB
2497,915,2022-03-07,2021-10-13,2022-01-25,FA,CE
2498,955,2021-01-20,2022-02-01,9999-12-31,RE,AB
2499,44,2022-06-15,2021-01-25,9999-12-31,IN,AB
2500,959,2022-03-11,2021-09-29,9999-12-31,IN,AB
2501,747,2021-02-27,2021-05-27,9999-12-31,RE,AB
2502,1405,2021-02-20,2021-12-09,9999-12-31,FA,AB
2503,356,2021-06-13,2022-01-27,2022-03-10,RE,CE
2504,1247,2020-11-14,2022-02-21,2022-04-29,IN,CE
2505,247,2021-12-31,2021-11-02,2022-03-17,FA,CE
2506,733,2021-07-02,2021-03-28,9999-12-31,IN,AB
2507,343,2021-06-27,2022-01-13,2022-03-26,IN,CE
2508,400,2021-01-21,2022-01-26,2022-03-15,FA,CE
2509,602,2021-09-25,2022-03-12,9999-12-31,IN,AB
2510,1770,2021-12-26,2021-10-05,2021-12-15,RE,CE
2511,1048,2021-04-12,2022-03-09,9999-12-31,IN,AB
2512,215,2020-10-21,2022-02-13,9999-12-31,FA,AB
2513,767,2022-01-11,2021-11-04,9999-12-31,IN,AB
2514,551,2021-10-15,2022-04-08,2022-06-26,RE,CE
2515,1035,2022-06-27,2021-06-13,2021-07-16,IN,CE
2516,864,2021-05-27,2021-02-24,2021-08-23,IN,CE
2517,1798,2021-06-27,2020-12-05,2022-04-14,RE,CE
2518,28,2021-06-03,2021-03-14,9999-12-31,IN,AB
2519,141,2021-05-11,2021-01-03,2022-05-22,FA,CE
2520,1533,2021-02-20,2021-06-09,2022-02-13,FA,CE
2521,554,2021-12-04,2021-05-10,9999-12-31,FA,AB
2522,549,2020-11-10,2021-03-01,2022-05-19,IN,CE
2523,1960,2022-05-05,2021-11-22,2022-03-11,IN,CE
2524,695,2021-09-07,2021-12-11,9999-12-31,RE,AB
2525,683,2021-03-01,2021-10-31,2022-04-20,IN,CE
2526,677,2022-02-25,2021-02-27,2022-03-30,RE,CE
2527,1622,2022-02-02,2022-05-14,9999-12-31,RE,AB
2528,1084,2020-12-24,2021-04-04,2021-10-26,RE,CE
2529,578,2021-03-06,2021-06-13,2022-02-08,RE,CE
2530,193,2021-03-23,2021-03-03,9999-12-31,FA,AB
2531,774,2022-02-20,2021-09-30,9999-12-31,FA,AB
2532,858,2021-12-29,2022-01-29,9999-12-31,RE,AB
2533,1042,2022-05-19,2022-06-25,9999-12-31,RE,AB
2534,1155,2020-10-16,2021-11-17,2022-04-30,RE,CE
2535,1007,2022-06-13,2021-07-27,2021-10-09,RE,CE
2536,639,2021-03-22,2021-08-10,9999-12-31,RE,AB
2537,1007,2021-02-18,2021-11-15,2021-12-20,IN,CE
2538,574,2020-12-21,2021-03-25,9999-12-31,IN,AB
2539,423,2021-08-25,2021-08-29,2021-11-24,FA,CE
2540,314,2022-04-20,2021-09-28,2021-11-26,FA,CE
2541,1828,2022-04-30,2021-02-21,9999-12-31,RE,AB
2542,653,2021-09-08,2022-03-07,9999-12-31,FA,AB
2543,1880,2021-06-12,2021-04-22,9999-12-31,RE,AB
2544,262,2022-03-29,2020-12-26,9999-12-31,FA,AB
2545,407,2020-11-25,2021-09-28,9999-12-31,RE,AB
2546,158,2021-07-02,2021-01-20,9999-12-31,FA,AB
2547,721,2020-10-30,2021-12-11,9999-12-31,IN,AB
2548,1690,2021-09-05,2021-05-30,9999-12-31,IN,AB
2549,1179,2021-12-01,2021-06-28,2021-11-22,IN,CE
2550,1098,2021-12-28,2021-04-25,9999-12-31,IN,AB
2551,1034,2020-12-26,2021-04-05,2021-10-27,RE,CE
2552,264,2022-04-23,2021-07-21,2022-02-16,FA,CE
2553,474,2021-11-22,2021-10-11,9999-12-31,FA,AB
2554,1231,2022-03-01,2021-08-07,9999-12-31,IN,AB
2555,357,2021-01-30,2022-03-28,9999-12-31,RE,AB
2556,1619,2022-05-14,2021-08-17,9999-12-31,FA,AB
2557,1439,2021-12-10,2021-01-20,9999-12-31,FA,AB
2558,869,2022-05-07,2021-10-01,9999-12-31,FA,AB
2559,1285,2021-04-01,2021-03-25,9999-12-31,IN,AB
2560,329,2021-02-20,2021-07-15,2022-05-03,RE,CE
2561,515,2022-02-06,2021-01-08,2021-07-11,IN,CE
2562,1443,2021-11-10,2020-11-25,2022-02-22,FA,CE
2563,1821,2022-06-11,2021-08-30,2022-05-20,FA,CE
2564,93,2021-06-28,2021-11-29,2022-02-02,IN,CE
2565,521,2021-12-04,2021-01-19,2021-08-05,FA,CE
2566,1554,2020-11-20,2022-01-02,9999-12-31,RE,AB
2567,95,2021-07-10,2022-05-11,9999-12-31,IN,AB
2568,811,2021-07-23,2021-04-04,9999-12-31,FA,AB
2569,1138,2021-10-19,2021-06-07,9999-12-31,FA,AB
2570,650,2021-07-20,2022-03-07,9999-12-31,IN,AB
2571,1793,2021-04-19,2022-02-25,2022-04-22,IN,CE
2572,1550,2021-12-31,2021-04-30,9999-12-31,RE,AB
2573,1924,2020-11-18,2021-04-26,9999-12-31,FA,AB
2574,63,2022-06-21,2021-03-27,9999-12-31,IN,AB
2575,1391,2021-01-05,2022-05-15,9999-12-31,IN,AB
2576,1902,2021-07-03,2021-09-16,2022-05-31,FA,CE
2577,253,2022-01-21,2020-12-27,9999-12-31,FA,AB
2578,948,2021-01-27,2020-10-24,2022-03-31,RE,CE
2579,1180,2021-01-11,2021-09-03,9999-12-31,IN,AB
2580,227,2021-05-24,2022-04-13,9999-12-31,FA,AB
2581,254,2021-10-12,2021-05-29,2021-08-09,IN,CE
2582,849,2022-05-24,2021-05-12,2021-05-17,IN,CE
2583,1506,2021-12-25,2021-06-05,2022-03-24,IN,CE
2584,1068,2021-05-17,2021-08-26,2022-01-22,RE,CE
2585,1894,2022-07-03,2022-04-22,9999-12-31,RE,AB
2586,1815,2021-12-19,2020-10-13,2021-11-15,RE,CE
2587,597,2022-05-14,2022-04-12,9999-12-31,IN,AB
2588,326,2020-12-09,2021-06-05,2021-09-18,FA,CE
2589,1285,2021-10-11,2021-08-15,2022-03-24,IN,CE
2590,1085,2022-05-27,2021-09-21,9999-12-31,FA,AB
2591,1876,2022-01-16,2021-10-23,2021-10-30,FA,CE
2592,1969,2021-06-21,2020-12-17,9999-12-31,IN,AB
2593,1755,2021-06-11,2022-05-19,9999-12-31,FA,AB
2594,347,2021-08-02,2022-06-28,2022-06-28,FA,CE
2595,150,2020-12-10,2021-09-09,9999-12-31,FA,AB
2596,1095,2021-02-02,2021-01-21,9999-12-31,IN,AB
2597,352,2021-08-13,2022-02-10,2022-06-20,FA,CE
2598,296,2021-07-30,2021-08-01,2022-04-04,FA,CE
2599,1367,2021-10-24,2022-05-03,2022-05-28,IN,CE
2600,1626,2021-09-13,2021-11-06,2021-11-16,FA,CE
2601,1125,2021-10-23,2020-12-14,9999-12-31,IN,AB
2602,1375,2022-06-19,2022-04-18,2022-06-24,RE,CE
2603,1789,2021-03-24,2022-06-07,9999-12-31,IN,AB
2604,57,2020-11-12,2022-01-11,2022-02-27,RE,CE
2605,288,2021-07-25,2022-01-19,9999-12-31,IN,AB
2606,1826,2022-06-09,2021-07-10,2022-01-12,RE,CE
2607,1546,2022-02-18,2021-07-16,9999-12-31,FA,AB
2608,859,2022-05-05,2021-10-29,2021-12-01,FA,CE
2609,16,2021-04-05,2021-11-29,9999-12-31,FA,AB
2610,1297,2022-02-24,2021-12-20,2022-03-29,FA,CE
2611,274,2022-03-01,2021-06-07,2022-03-23,IN,CE
2612,335,2022-05-30,2020-12-11,9999-12-31,RE,AB
2613,1379,2022-04-14,2021-09-21,2022-03-27,RE,CE
2614,1972,2021-03-21,2021-05-26,2021-09-16,FA,CE
2615,1515,2021-01-22,2020-11-17,9999-12-31,FA,AB
2616,819,2021-01-28,2022-05-09,2022-06-12,IN,CE
2617,1499,2021-12-18,2021-08-31,9999-12-31,RE,AB
2618,862,2021-07-05,2022-04-19,2022-04-19,RE,CE
2619,403,2022-05-28,2021-06-21,2022-03-17,RE,CE
2620,824,2020-10-23,2022-05-04,2022-05-17,IN,CE
2621,846,2021-04-28,2021-12-05,9999-12-31,IN,AB
2622,1300,2021-09-11,2021-03-02,9999-12-31,RE,AB
2623,1525,2021-11-14,2022-05-21,9999-12-31,FA,AB
2624,647,2022-06-02,2022-02-03,2022-04-18,IN,CE
2625,504,2020-11-02,2021-03-08,9999-12-31,FA,AB
2626,1592,2021-07-30,2022-04-12,2022-05-16,IN,CE
2627,1002,2021-12-05,2021-12-28,9999-12-31,FA,AB
2628,688,2021-03-05,2021-01-09,9999-12-31,FA,AB
2629,1678,2021-06-03,2021-12-10,2022-01-31,IN,CE
2630,997,2022-04-04,2021-09-19,2021-11-29,FA,CE
2631,1841,2021-08-21,2021-02-14,2021-05-31,FA,CE
2632,1063,2020-10-14,2020-11-15,9999-12-31,FA,AB
2633,66,2022-03-16,2021-06-03,9999-12-31,IN,AB
2634,776,2022-03-07,2021-11-01,2022-06-16,IN,CE
2635,114,2022-02-07,2022-04-03,9999-12-31,FA,AB
2636,1477,2021-08-04,2021-05-27,2022-05-30,RE,CE
2637,538,2022-04-29,2021-03-22,9999-12-31,RE,AB
2638,1140,2021-06-25,2020-12-12,9999-12-31,IN,AB
2639,114,2021-03-08,2022-02-03,2022-04-07,FA,CE
2640,497,2022-03-01,2022-06-19,2022-06-29,RE,CE
2641,1594,2020-12-29,2022-03-31,9999-12-31,RE,AB
2642,1866,2021-08-02,2021-01-15,2021-12-09,RE,CE
2643,1296,2022-04-17,2020-12-24,9999-12-31,IN,AB
2644,1272,2021-01-14,2020-11-17,9999-12-31,FA,AB
2645,49,2022-02-22,2021-09-21,9999-12-31,RE,AB
2646,1939,2022-04-14,2021-11-01,9999-12-31,IN,AB
2647,1373,2021-03-27,2021-04-15,9999-12-31,RE,AB
2648,1029,2022-05-04,2022-02-15,2022-04-08,RE,CE
2649,390,2021-09-05,2022-02-24,9999-12-31,RE,AB
2650,1119,2021-06-21,2021-02-01,2022-03-28,IN,CE
2651,588,2022-03-14,2022-03-07,9999-12-31,FA,AB
2652,83,2021-08-21,2021-08-01,9999-12-31,RE,AB
2653,1095,2021-09-05,2021-10-07,2021-11-07,IN,CE
2654,1724,2021-03-24,2021-06-21,9999-12-31,RE,AB
2655,586,2021-06-19,2021-11-09,2021-11-23,RE,CE
2656,356,2021-09-01,2021-09-11,2022-05-11,RE,CE
2657,162,2021-12-28,2022-05-08,2022-06-01,IN,CE
2658,1773,2022-01-21,2021-02-17,2021-05-26,RE,CE
2659,1805,2021-01-04,2020-10-26,9999-12-31,FA,AB
2660,1980,2022-02-15,2022-01-01,2022-02-12,FA,CE
2661,1349,2022-03-16,2021-12-26,2022-04-28,FA,CE
2662,1245,2021-01-01,2021-11-20,2021-12-09,IN,CE
2663,922,2021-09-22,2022-05-15,2022-05-31,FA,CE
2664,1799,2020-12-09,2021-05-30,2022-03-05,IN,CE
2665,242,2021-01-08,2021-07-26,2021-11-26,RE,CE
2666,1118,2022-03-13,2020-10-20,9999-12-31,RE,AB
2667,867,2022-03-08,2021-01-02,9999-12-31,IN,AB
2668,669,2021-06-20,2020-11-27,9999-12-31,IN,AB
2669,1613,2021-02-22,2021-01-19,9999-12-31,RE,AB
2670,39,2022-01-25,2022-05-16,2022-07-04,FA,CE
2671,317,2021-05-16,2021-03-18,9999-12-31,RE,AB
2672,402,2021-09-23,2022-05-14,2022-06-10,RE,CE
2673,868,2021-02-25,2021-06-14,9999-12-31,RE,AB
2674,613,2022-05-08,2021-05-10,2022-05-12,RE,CE
2675,1127,2021-12-04,2020-12-15,9999-12-31,RE,AB
2676,336,2022-01-04,2022-01-20,9999-12-31,FA,AB
2677,248,2021-06-08,2021-07-06,2021-08-12,IN,CE
2678,601,2022-02-26,2020-11-19,9999-12-31,FA,AB
2679,245,2020-11-05,2020-10-11,2021-06-13,RE,CE
2680,1972,2022-01-14,2020-12-28,9999-12-31,RE,AB
2681,1206,2022-04-01,2020-11-15,2021-11-30,IN,CE
2682,1340,2020-10-28,2021-12-29,2022-06-17,IN,CE
2683,1383,2021-06-10,2021-08-12,9999-12-31,IN,AB
2684,1663,2020-12-16,2021-12-08,9999-12-31,RE,AB
2685,1212,2022-05-10,2021-02-17,2021-06-13,FA,CE
2686,577,2022-07-04,2020-10-24,9999-12-31,FA,AB
2687,1382,2020-12-18,2021-09-08,2021-12-11,RE,CE
2688,1975,2021-11-25,2021-10-30,2022-01-03,IN,CE
2689,1286,2022-03-12,2021-03-31,2021-11-20,FA,CE
2690,633,2021-04-06,2021-02-02,2022-01-28,FA,CE
2691,1252,2021-06-07,2021-12-12,9999-12-31,IN,AB
2692,918,2020-10-15,2022-06-27,2022-06-30,IN,CE
2693,731,2020-12-19,2021-02-07,9999-12-31,FA,AB
2694,39,2021-07-04,2021-09-09,9999-12-31,IN,AB
2695,1674,2022-03-03,2022-02-13,2022-03-22,FA,CE
2696,617,2021-07-26,2021-01-05,9999-12-31,FA,AB
2697,701,2021-07-31,2020-10-27,2021-01-04,RE,CE
2698,332,2021-12-15,2021-09-01,9999-12-31,RE,AB
2699,161,2022-01-17,2020-11-29,2022-05-15,IN,CE
2700,1161,2021-07-17,2020-12-23,9999-12-31,IN,AB
2701,1980,2020-10-15,2020-11-30,2021-06-13,FA,CE
2702,1508,2022-01-28,2021-07-27,2021-10-12,RE,CE
2703,722,2021-03-14,2021-08-03,9999-12-31,RE,AB
2704,202,2020-10-29,2021-02-10,9999-12-31,FA,AB
2705,1598,2022-06-15,2022-05-20,2022-06-03,RE,CE
2706,1304,2020-12-30,2021-06-17,9999-12-31,FA,AB
2707,1301,2021-12-30,2021-11-20,9999-12-31,RE,AB
2708,236,2021-08-03,2022-01-18,9999-12-31,IN,AB
2709,402,2021-09-10,2022-04-30,9999-12-31,RE,AB
2710,870,2021-07-19,2020-12-09,9999-12-31,RE,AB
2711,562,2022-04-27,2021-10-12,2022-02-21,RE,CE
2712,339,2022-05-17,2022-04-22,9999-12-31,FA,AB
2713,1297,2022-06-19,2022-02-03,9999-12-31,IN,AB
2714,474,2020-10-31,2020-10-16,9999-12-31,IN,AB
2715,248,2022-06-28,2021-07-25,9999-12-31,IN,AB
2716,593,2021-02-28,2021-11-15,9999-12-31,FA,AB
2717,1637,2021-07-09,2022-03-22,9999-12-31,IN,AB
2718,473,2020-12-26,2022-03-14,9999-12-31,IN,AB
2719,1062,2021-02-14,2021-11-11,2022-02-03,RE,CE
2720,1958,2021-06-17,2020-12-25,9999-12-31,RE,AB
2721,227,2020-12-30,2021-09-03,9999-12-31,RE,AB
2722,139,2021-03-15,2022-06-30,9999-12-31,IN,AB
2723,116,2021-04-20,2021-05-10,9999-12-31,IN,AB
2724,304,2022-04-05,2022-04-03,9999-12-31,RE,AB
2725,247,2020-12-20,2021-11-16,2022-03-01,IN,CE
2726,84,2022-04-12,2021-01-17,2021-02-25,IN,CE
2727,1361,2021-11-15,2021-09-28,9999-12-31,RE,AB
2728,1603,2020-12-02,2022-05-14,2022-07-03,IN,CE
2729,547,2021-02-26,2020-10-18,9999-12-31,RE,AB
2730,1869,2020-12-27,2021-06-25,9999-12-31,FA,AB
2731,1253,2021-01-28,2021-09-28,2022-03-25,RE,CE
2732,749,2021-04-29,2020-10-28,9999-12-31,IN,AB
2733,1546,2021-08-30,2021-07-29,2021-11-14,IN,CE
2734,1025,2022-01-05,2021-12-12,2021-12-19,FA,CE
2735,502,2020-10-28,2020-12-08,2021-11-13,IN,CE
2736,1344,2022-04-18,2021-09-20,2022-03-12,RE,CE
2737,312,2022-06-16,2021-04-27,9999-12-31,IN,AB
2738,1606,2021-02-13,2021-05-20,2021-09-16,RE,CE
2739,1433,2022-02-02,2020-10-20,9999-12-31,RE,AB
2740,1049,2021-01-22,2021-06-08,9999-12-31,RE,AB
2741,213,2021-11-13,2021-02-10,9999-12-31,FA,AB
2742,1230,2020-10-11,2022-03-25,2022-05-18,RE,CE
2743,1003,2021-03-15,2020-11-24,2022-03-20,RE,CE
2744,92,2021-09-14,2021-08-21,2022-04-19,FA,CE
2745,1060,2022-03-04,2021-09-24,2022-04-26,RE,CE
2746,1940,2021-02-09,2021-03-17,2021-07-23,RE,CE
2747,97,2021-12-14,2021-03-02,2022-05-20,FA,CE
2748,1014,2021-02-10,2022-06-04,9999-12-31,FA,AB
2749,67,2020-12-03,2020-10-17,2021-10-04,IN,CE
2750,1917,2021-02-05,2021-12-29,2022-02-10,RE,CE
2751,935,2021-10-31,2021-04-25,9999-12-31,FA,AB
2752,489,2021-02-23,2022-06-28,9999-12-31,RE,AB
2753,1485,2022-03-24,2021-08-23,9999-12-31,IN,AB
2754,1276,2021-01-12,2022-02-06,9999-12-31,FA,AB
2755,1490,2021-12-29,2021-05-09,9999-12-31,FA,AB
2756,688,2021-12-06,2021-02-11,2021-04-07,FA,CE
2757,221,2021-05-25,2020-11-01,9999-12-31,FA,AB
2758,943,2021-07-21,2022-05-24,2022-06-15,RE,CE
2759,1281,2022-03-04,2021-03-29,9999-12-31,IN,AB
2760,914,2021-01-29,2021-07-04,9999-12-31,RE,AB
2761,282,2022-04-16,2022-03-04,2022-04-19,FA,CE
2762,1100,2021-07-21,2021-06-17,9999-12-31,IN,AB
2763,460,2022-05-21,2021-01-19,9999-12-31,FA,AB
2764,1412,2020-11-23,2022-07-03,9999-12-31,FA,AB
2765,1390,2020-12-20,2021-06-11,9999-12-31,IN,AB
2766,1493,2021-11-16,2022-01-06,2022-06-07,FA,CE
2767,587,2022-04-19,2021-11-16,2022-03-25,IN,CE
2768,1419,2021-12-08,2021-07-20,9999-12-31,IN,AB
2769,158,2020-11-26,2022-01-13,9999-12-31,FA,AB
2770,302,2021-07-08,2021-06-11,2021-11-29,IN,CE
2771,1225,2021-06-21,2021-08-22,9999-12-31,IN,AB
2772,1422,2021-11-13,2020-11-04,9999-12-31,RE,AB
2773,1594,2020-11-08,2022-03-23,9999-12-31,FA,AB
2774,494,2021-04-13,2021-08-07,9999-12-31,FA,AB
2775,1242,2021-08-12,2021-07-09,9999-12-31,FA,AB
2776,1371,2021-04-25,2021-12-03,2022-01-27,RE,CE
2777,1624,2021-11-20,2022-01-01,9999-12-31,RE,AB
2778,627,2021-08-03,2022-02-10,2022-02-26,RE,CE
2779,402,2022-05-11,2021-12-18,2022-01-09,IN,CE
2780,1057,2020-10-30,2021-01-28,2022-06-12,RE,CE
2781,1020,2022-01-16,2021-07-23,2022-06-03,FA,CE
2782,1874,2022-06-29,2022-02-27,9999-12-31,FA,AB
2783,365,2021-09-25,2022-02-12,9999-12-31,FA,AB
2784,986,2021-04-13,2022-07-05,2022-07-05,IN,CE
2785,1512,2020-12-19,2022-05-30,2022-06-23,RE,CE
2786,1349,2022-06-26,2021-02-23,2021-08-21,RE,CE
2787,1028,2021-08-08,2021-04-21,9999-12-31,RE,AB
2788,1265,2022-04-06,2022-04-13,9999-12-31,RE,AB
2789,343,2022-03-23,2021-04-26,2021-07-27,IN,CE
2790,1168,2021-02-21,2021-02-09,9999-12-31,FA,AB
2791,674,2020-12-21,2021-06-02,2022-01-10,FA,CE
2792,1828,2022-03-17,2021-02-24,2021-04-02,IN,CE
2793,858,2021-01-24,2020-11-26,2020-12-22,IN,CE
2794,18,2022-07-01,2021-10-13,2022-02-25,IN,CE
2795,178,2020-12-23,2021-01-02,9999-12-31,IN,AB
2796,1358,2022-01-07,2021-02-25,9999-12-31,RE,AB
2797,1544,2021-10-30,2021-02-11,9999-12-31,FA,AB
2798,1075,2021-08-19,2020-12-25,2021-01-18,FA,CE
2799,1916,2021-03-04,2021-03-21,2021-05-15,IN,CE
2800,486,2021-08-25,2021-06-18,2022-01-03,IN,CE
2801,778,2021-06-02,2021-11-03,9999-12-31,FA,AB
2802,251,2020-11-24,2022-06-23,2022-06-24,RE,CE
2803,402,2022-03-07,2021-12-11,2022-01-27,IN,CE
2804,1969,2021-09-18,2021-08-01,9999-12-31,IN,AB
2805,1684,2022-01-20,2022-03-26,2022-04-22,IN,CE
2806,1388,2022-04-10,2022-06-08,2022-06-10,FA,CE
2807,282,2021-02-28,2022-03-16,2022-03-16,FA,CE
2808,51,2020-10-12,2022-02-01,9999-12-31,IN,AB
2809,557,2021-11-08,2021-01-23,9999-12-31,FA,AB
2810,1040,2020-12-27,2021-12-16,2022-02-21,RE,CE
2811,986,2020-11-28,2021-10-06,9999-12-31,RE,AB
2812,1928,2022-05-30,2022-06-03,2022-06-11,IN,CE
2813,1570,2021-07-15,2020-11-10,2021-08-18,IN,CE
2814,54,2021-02-28,2022-05-22,9999-12-31,FA,AB
2815,1241,2021-01-25,2022-06-27,2022-07-05,FA,CE
2816,1062,2022-01-28,2021-03-29,9999-12-31,IN,AB
2817,259,2021-04-11,2021-04-13,2022-03-09,IN,CE
2818,1218,2022-05-08,2022-01-24,9999-12-31,IN,AB
2819,211,2021-11-05,2020-11-16,2022-04-04,FA,CE
